year,series,module,code,variant,identical_across_variants,indicator,era,era_start,era_end,domain,setting,unit,measure,month,aggregation_rule,total,total_dedup,n_reporting_establishments,n_establishments_value_gt0,n_rows,n_rows_value,n_rows_zero,n_rows_empty,n_rows_exact_duplicate,months_covered,n_stable_panel_establishments,stable_panel_total,comparability_warning,note,source_file,script
2023,P,P6,P6241050,single_code,True,Pervasive developmental disorder unspecified under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,3142.0,3142.0,459,459,459,459,0,0,0,1,117,1508.0,Broad sensitivity only,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241050,single_code,True,Pervasive developmental disorder unspecified under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,3200.0,3200.0,451,450,451,450,1,0,0,1,117,1767.0,Broad sensitivity only,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241050,single_code,True,Pervasive developmental disorder unspecified under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,3210.0,3210.0,439,439,439,439,0,0,0,1,117,1574.0,Broad sensitivity only,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241060,single_code,True,Autism under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,3562.0,3562.0,95,94,95,94,1,0,0,1,68,3027.0,Strict series begins in 2021,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241060,single_code,True,Autism under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,4684.0,4684.0,113,113,113,113,0,0,0,1,68,3754.0,Strict series begins in 2021,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241060,single_code,True,Autism under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,7982.0,7982.0,129,129,129,129,0,0,0,1,68,5913.0,Strict series begins in 2021,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241060,single_code,True,Autism under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,8835.0,8835.0,144,144,144,144,0,0,0,1,68,5733.0,Strict series begins in 2021,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241060,single_code,True,Autism under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,12645.0,12645.0,153,153,153,153,0,0,0,1,68,8369.0,Strict series begins in 2021,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241060,single_code,True,Autism under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,3204.0,3204.0,90,90,90,90,0,0,0,1,59,2561.0,Strict series begins in 2021,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241060,single_code,True,Autism under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,4427.0,4427.0,102,102,102,102,0,0,0,1,59,3262.0,Strict series begins in 2021,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241060,single_code,True,Autism under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,6624.0,6624.0,123,123,123,123,0,0,0,1,59,4662.0,Strict series begins in 2021,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241060,single_code,True,Autism under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,9262.0,9262.0,139,139,139,139,0,0,0,1,59,5978.0,Strict series begins in 2021,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241060,single_code,True,Autism under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,9940.0,9940.0,142,142,142,142,0,0,0,1,59,5823.0,Strict series begins in 2021,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241070,single_code,True,Asperger under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,1498.0,1498.0,84,83,84,83,1,0,0,1,44,972.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241070,single_code,True,Asperger under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,1716.0,1716.0,89,89,89,89,0,0,0,1,44,1106.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241070,single_code,True,Asperger under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,1882.0,1882.0,99,99,99,99,0,0,0,1,44,1328.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241070,single_code,True,Asperger under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,2120.0,2120.0,97,97,97,97,0,0,0,1,44,1377.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241070,single_code,True,Asperger under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,2834.0,2834.0,86,86,86,86,0,0,0,1,44,2288.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241070,single_code,True,Asperger under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,1417.0,1417.0,69,68,69,68,1,0,0,1,36,673.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241070,single_code,True,Asperger under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,1570.0,1570.0,81,81,81,81,0,0,0,1,36,894.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241070,single_code,True,Asperger under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,1922.0,1922.0,96,96,96,96,0,0,0,1,36,1125.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241070,single_code,True,Asperger under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,1947.0,1947.0,104,104,104,104,0,0,0,1,36,983.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241070,single_code,True,Asperger under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,1730.0,1730.0,94,94,94,94,0,0,0,1,36,957.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241080,single_code,True,Rett syndrome under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,6.0,6.0,5,3,5,3,2,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241080,single_code,True,Rett syndrome under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,12.0,12.0,9,8,9,8,1,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241080,single_code,True,Rett syndrome under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,7.0,7.0,4,4,4,4,0,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241080,single_code,True,Rett syndrome under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,7.0,7.0,6,6,6,6,0,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241080,single_code,True,Rett syndrome under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,6.0,6.0,6,6,6,6,0,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241080,single_code,True,Rett syndrome under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,40.0,40.0,6,5,6,5,1,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241080,single_code,True,Rett syndrome under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,13.0,13.0,6,6,6,6,0,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241080,single_code,True,Rett syndrome under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,16.0,16.0,3,3,3,3,0,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241080,single_code,True,Rett syndrome under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,20.0,20.0,8,8,8,8,0,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241080,single_code,True,Rett syndrome under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,4.0,4.0,3,3,3,3,0,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241090,single_code,True,Childhood disintegrative disorder under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,31.0,31.0,9,7,9,7,2,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241090,single_code,True,Childhood disintegrative disorder under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,20.0,20.0,8,6,8,6,2,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241090,single_code,True,Childhood disintegrative disorder under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,117.0,117.0,11,11,11,11,0,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241090,single_code,True,Childhood disintegrative disorder under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,125.0,125.0,9,9,9,9,0,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241090,single_code,True,Childhood disintegrative disorder under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,180.0,180.0,13,13,13,13,0,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241090,single_code,True,Childhood disintegrative disorder under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,35.0,35.0,3,2,3,2,1,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241090,single_code,True,Childhood disintegrative disorder under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,27.0,27.0,5,5,5,5,0,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241090,single_code,True,Childhood disintegrative disorder under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,113.0,113.0,7,7,7,7,0,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241090,single_code,True,Childhood disintegrative disorder under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,142.0,142.0,10,10,10,10,0,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241090,single_code,True,Childhood disintegrative disorder under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,126.0,126.0,7,7,7,7,0,0,0,1,0,,Do not include in strict autism outcome,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241100,single_code,True,Pervasive developmental disorder unspecified under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,4072.0,4072.0,109,108,109,108,1,0,0,1,63,2111.0,Broad sensitivity only,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241100,single_code,True,Pervasive developmental disorder unspecified under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,4299.0,4299.0,106,106,106,106,0,0,0,1,63,2922.0,Broad sensitivity only,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241100,single_code,True,Pervasive developmental disorder unspecified under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,3672.0,3672.0,108,108,108,108,0,0,0,1,63,2363.0,Broad sensitivity only,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241100,single_code,True,Pervasive developmental disorder unspecified under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,4224.0,4224.0,115,115,115,115,0,0,0,1,63,2531.0,Broad sensitivity only,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241100,single_code,True,Pervasive developmental disorder unspecified under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,4706.0,4706.0,122,122,122,122,0,0,0,1,63,2410.0,Broad sensitivity only,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241100,single_code,True,Pervasive developmental disorder unspecified under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,4277.0,4277.0,101,101,101,101,0,0,0,1,55,2328.0,Broad sensitivity only,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241100,single_code,True,Pervasive developmental disorder unspecified under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,3582.0,3582.0,103,103,103,103,0,0,0,1,55,1793.0,Broad sensitivity only,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241100,single_code,True,Pervasive developmental disorder unspecified under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,4035.0,4035.0,109,109,109,109,0,0,0,1,55,2355.0,Broad sensitivity only,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241100,single_code,True,Pervasive developmental disorder unspecified under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,4415.0,4415.0,118,118,118,118,0,0,0,1,55,2334.0,Broad sensitivity only,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241100,single_code,True,Pervasive developmental disorder unspecified under control in specialty care,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,4324.0,4324.0,115,115,115,115,0,0,0,1,55,2144.0,Broad sensitivity only,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241010,strict_autism,True,P6 población bajo control en APS: autismo estricto,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,2257.0,2257.0,482,475,482,475,7,0,0,1,353,1853.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241010,strict_autism,True,P6 población bajo control en APS: autismo estricto,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,5042.0,5042.0,704,702,704,702,2,0,0,1,353,3629.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241010,strict_autism,True,P6 población bajo control en APS: autismo estricto,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,9717.0,9717.0,956,956,956,956,0,0,0,1,353,6359.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241010,strict_autism,True,P6 población bajo control en APS: autismo estricto,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,15934.0,15934.0,1160,1159,1160,1159,1,0,0,1,353,9152.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241010,strict_autism,True,P6 población bajo control en APS: autismo estricto,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,21843.0,21843.0,1274,1273,1274,1273,0,1,0,1,353,11783.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241010,strict_autism,True,P6 población bajo control en APS: autismo estricto,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,1448.0,1448.0,359,353,359,353,6,0,0,1,247,1130.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241010,strict_autism,True,P6 población bajo control en APS: autismo estricto,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,3264.0,3264.0,592,587,592,587,5,0,0,1,247,1943.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241010,strict_autism,True,P6 población bajo control en APS: autismo estricto,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,7199.0,7199.0,835,834,835,834,1,0,0,1,247,3704.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241010,strict_autism,True,P6 población bajo control en APS: autismo estricto,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,13996.0,13996.0,1061,1061,1061,1061,0,0,0,1,247,6131.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241010,strict_autism,True,P6 población bajo control en APS: autismo estricto,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,18013.0,18013.0,1204,1204,1204,1204,0,0,0,1,247,7163.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241060,strict_autism,True,P6 población bajo control en especialidad: autismo estricto,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,3562.0,3562.0,95,94,95,94,1,0,0,1,68,3027.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241060,strict_autism,True,P6 población bajo control en especialidad: autismo estricto,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,4684.0,4684.0,113,113,113,113,0,0,0,1,68,3754.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241060,strict_autism,True,P6 población bajo control en especialidad: autismo estricto,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,7982.0,7982.0,129,129,129,129,0,0,0,1,68,5913.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241060,strict_autism,True,P6 población bajo control en especialidad: autismo estricto,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,8835.0,8835.0,144,144,144,144,0,0,0,1,68,5733.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241060,strict_autism,True,P6 población bajo control en especialidad: autismo estricto,2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,12645.0,12645.0,153,153,153,153,0,0,0,1,68,8369.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241060,strict_autism,True,P6 población bajo control en especialidad: autismo estricto,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,3204.0,3204.0,90,90,90,90,0,0,0,1,59,2561.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241060,strict_autism,True,P6 población bajo control en especialidad: autismo estricto,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,4427.0,4427.0,102,102,102,102,0,0,0,1,59,3262.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241060,strict_autism,True,P6 población bajo control en especialidad: autismo estricto,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,6624.0,6624.0,123,123,123,123,0,0,0,1,59,4662.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241060,strict_autism,True,P6 población bajo control en especialidad: autismo estricto,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,9262.0,9262.0,139,139,139,139,0,0,0,1,59,5978.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241060,strict_autism,True,P6 población bajo control en especialidad: autismo estricto,2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,9940.0,9940.0,142,142,142,142,0,0,0,1,59,5823.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
