year,series,sheet,code,in_era,era,indicator,found_in_dictionary,label,section,col01_meaning,col02_meaning,col03_meaning,col04_meaning,col37_meaning,n_col_tokens,age_columns,layout_check,dictionary_file,excel_row
2021,A,A05,05990028,True,2021–2025,Clinical discharge: Asperger,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] ASPERGER,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,46.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2021/SA_21_V1.2-CODIGOS.xlsm,260.0
2022,A,A05,05990028,True,2021–2025,Clinical discharge: Asperger,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] ASPERGER,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,46.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2022/SA_22_V1.1-CODIGOS.xlsm,260.0
2023,A,A05,05990028,True,2021–2025,Clinical discharge: Asperger,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] ASPERGER,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2023/DICCIONARIO CODIGOS SA_23_V1.4.xlsm,270.0
2024,A,A05,05990028,True,2021–2025,Clinical discharge: Asperger,True,[Trastorno Generalizados del Desarrollo] Asperger,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2024/DICCIONARIO CODIGOS SA_24_V1.1.xlsm,273.0
2025,A,A05,05990028,True,2021–2025,Clinical discharge: Asperger,True,[Trastorno Generalizados del Desarrollo] Asperger,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2025/DICCIONARIO CODIGOS SA_25_V1.5.xlsm,288.0
2019,A,A05,05990029,False,2021–2025,Clinical discharge: Rett syndrome,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2019/SA_19_V1.3-CODIGOS.xlsm,
2020,A,A05,05990029,False,2021–2025,Clinical discharge: Rett syndrome,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2020/SA_20_V1.2-CODIGOS.xlsx,
2021,A,A05,05990029,True,2021–2025,Clinical discharge: Rett syndrome,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] SÍNDROME DE RETT,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,46.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2021/SA_21_V1.2-CODIGOS.xlsm,261.0
2022,A,A05,05990029,True,2021–2025,Clinical discharge: Rett syndrome,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] SÍNDROME DE RETT,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,46.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2022/SA_22_V1.1-CODIGOS.xlsm,261.0
2023,A,A05,05990029,True,2021–2025,Clinical discharge: Rett syndrome,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] SÍNDROME DE RETT,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2023/DICCIONARIO CODIGOS SA_23_V1.4.xlsm,271.0
2024,A,A05,05990029,True,2021–2025,Clinical discharge: Rett syndrome,True,[Trastorno Generalizados del Desarrollo] Síndrome de Rett,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2024/DICCIONARIO CODIGOS SA_24_V1.1.xlsm,274.0
2025,A,A05,05990029,True,2021–2025,Clinical discharge: Rett syndrome,True,[Trastorno Generalizados del Desarrollo] Síndrome de Rett,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2025/DICCIONARIO CODIGOS SA_25_V1.5.xlsm,289.0
2019,A,A05,05990030,False,2021–2025,Clinical discharge: childhood disintegrative disorder,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2019/SA_19_V1.3-CODIGOS.xlsm,
2020,A,A05,05990030,False,2021–2025,Clinical discharge: childhood disintegrative disorder,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2020/SA_20_V1.2-CODIGOS.xlsx,
2021,A,A05,05990030,True,2021–2025,Clinical discharge: childhood disintegrative disorder,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTORNO DESINTEGRATIVO DE LA INFANCIA,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,46.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2021/SA_21_V1.2-CODIGOS.xlsm,262.0
2022,A,A05,05990030,True,2021–2025,Clinical discharge: childhood disintegrative disorder,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTORNO DESINTEGRATIVO DE LA INFANCIA,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,46.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2022/SA_22_V1.1-CODIGOS.xlsm,262.0
2023,A,A05,05990030,True,2021–2025,Clinical discharge: childhood disintegrative disorder,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTORNO DESINTEGRATIVO DE LA INFANCIA,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2023/DICCIONARIO CODIGOS SA_23_V1.4.xlsm,272.0
2024,A,A05,05990030,True,2021–2025,Clinical discharge: childhood disintegrative disorder,True,[Trastorno Generalizados del Desarrollo] Trastorno Desintegrativo de la Infancia,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2024/DICCIONARIO CODIGOS SA_24_V1.1.xlsm,275.0
2025,A,A05,05990030,True,2021–2025,Clinical discharge: childhood disintegrative disorder,True,[Trastorno Generalizados del Desarrollo] Trastorno Desintegrativo de la Infancia,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2025/DICCIONARIO CODIGOS SA_25_V1.5.xlsm,290.0
2019,A,A05,05990031,False,2021–2025,Clinical discharge: pervasive developmental disorder unspecified,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2019/SA_19_V1.3-CODIGOS.xlsm,
2020,A,A05,05990031,False,2021–2025,Clinical discharge: pervasive developmental disorder unspecified,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2020/SA_20_V1.2-CODIGOS.xlsx,
2021,A,A05,05990031,True,2021–2025,Clinical discharge: pervasive developmental disorder unspecified,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTONO GENERALIZADO DEL DESARROLLO NO ESPECÍFICO,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,46.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2021/SA_21_V1.2-CODIGOS.xlsm,263.0
2022,A,A05,05990031,True,2021–2025,Clinical discharge: pervasive developmental disorder unspecified,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTONO GENERALIZADO DEL DESARROLLO NO ESPECÍFICO,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 | Hombres,80 y más | Mujeres,46.0,0 - 4; 5 - 9; 10 - 14; 15 - 19; 20 - 24; 25 a 29; 30 a 34; 35 a 39; 40 a 44; 45 a 49; 50 a 54; 55 a 59; 60 a 64; 65 a 69; 70 a 74; 75 a 79; 80 y más,ok,REM/SerieA/metadata/diccionarios/2022/SA_22_V1.1-CODIGOS.xlsm,263.0
2023,A,A05,05990031,True,2021–2025,Clinical discharge: pervasive developmental disorder unspecified,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTONO GENERALIZADO DEL DESARROLLO NO ESPECÍFICO,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2023/DICCIONARIO CODIGOS SA_23_V1.4.xlsm,273.0
2024,A,A05,05990031,True,2021–2025,Clinical discharge: pervasive developmental disorder unspecified,True,[Trastorno Generalizados del Desarrollo] Trastorno Generalizado del Desarrollo no Específico,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2024/DICCIONARIO CODIGOS SA_24_V1.1.xlsm,276.0
2025,A,A05,05990031,True,2021–2025,Clinical discharge: pervasive developmental disorder unspecified,True,[Trastorno Generalizados del Desarrollo] Trastorno Generalizado del Desarrollo no Específico,SECCIÓN O: EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,0 - 4 años | Hombres,80 y más años | Mujeres,48.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25 - 29 años; 30 - 34 años; 35 - 39 años; 40 - 44 años; 45 - 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2025/DICCIONARIO CODIGOS SA_25_V1.5.xlsm,291.0
2019,A,A27,29101566,False,2023–2025,Counselling in screening context: number of M-CHAT-R/F,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2019/SA_19_V1.3-CODIGOS.xlsm,
2020,A,A27,29101566,False,2023–2025,Counselling in screening context: number of M-CHAT-R/F,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2020/SA_20_V1.2-CODIGOS.xlsx,
2021,A,A27,29101566,False,2023–2025,Counselling in screening context: number of M-CHAT-R/F,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2021/SA_21_V1.2-CODIGOS.xlsm,
2022,A,A27,29101566,False,2023–2025,Counselling in screening context: number of M-CHAT-R/F,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2022/SA_22_V1.1-CODIGOS.xlsm,
2023,A,A27,29101566,True,2023–2025,Counselling in screening context: number of M-CHAT-R/F,True,CONSEJERÍA EN CONTEXTO DE TAMIZAJE | Nº DE M-CHAT-R/F,SECCIÓN K: INTERVENCIONES POSTERIOR AL TAMIZAJE DE SALUD MENTAL,Nº DE INTERVENCIONES,POR EDAD | 0-4 años,POR EDAD | 5-9 años,POR EDAD | 10-14 años,absent,12.0,,ok,REM/SerieA/metadata/diccionarios/2023/DICCIONARIO CODIGOS SA_23_V1.4.xlsm,136.0
2024,A,A27,29101566,True,2023–2025,Counselling in screening context: number of M-CHAT-R/F,True,Consejería en contexto de tamizaje | Nº DE M-CHAT-R/F,SECCIÓN K: INTERVENCIONES POSTERIOR AL TAMIZAJE DE SALUD MENTAL,Nº de intervenciones,POR RANGO ETARIO | 0-4 años,POR RANGO ETARIO | 5-9 años,POR RANGO ETARIO | 10-14 años,absent,13.0,,ok,REM/SerieA/metadata/diccionarios/2024/DICCIONARIO CODIGOS SA_24_V1.1.xlsm,133.0
2025,A,A27,29101566,True,2023–2025,Counselling in screening context: number of M-CHAT-R/F,True,Consejería en contexto de tamizaje | Nº DE M-CHAT-R/F,SECCIÓN K: INTERVENCIONES POSTERIOR AL TAMIZAJE DE SALUD MENTAL,Nº de intervenciones,POR RANGO ETARIO | 0-4 años,POR RANGO ETARIO | 5-9 años,POR RANGO ETARIO | 10-14 años,absent,15.0,,ok,REM/SerieA/metadata/diccionarios/2025/DICCIONARIO CODIGOS SA_25_V1.5.xlsm,153.0
2019,A,A27,29101574,False,2023–2025,Assisted referral in screening context: number of M-CHAT-R/F,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2019/SA_19_V1.3-CODIGOS.xlsm,
2020,A,A27,29101574,False,2023–2025,Assisted referral in screening context: number of M-CHAT-R/F,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2020/SA_20_V1.2-CODIGOS.xlsx,
2021,A,A27,29101574,False,2023–2025,Assisted referral in screening context: number of M-CHAT-R/F,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2021/SA_21_V1.2-CODIGOS.xlsm,
2022,A,A27,29101574,False,2023–2025,Assisted referral in screening context: number of M-CHAT-R/F,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2022/SA_22_V1.1-CODIGOS.xlsm,
2023,A,A27,29101574,True,2023–2025,Assisted referral in screening context: number of M-CHAT-R/F,True,REFERENCIA ASISTIDA EN CONTEXTO DE TAMIZAJE | Nº DE M-CHAT-R/F,SECCIÓN K: INTERVENCIONES POSTERIOR AL TAMIZAJE DE SALUD MENTAL,Nº DE INTERVENCIONES,POR EDAD | 0-4 años,POR EDAD | 5-9 años,POR EDAD | 10-14 años,absent,12.0,,ok,REM/SerieA/metadata/diccionarios/2023/DICCIONARIO CODIGOS SA_23_V1.4.xlsm,144.0
2024,A,A27,29101574,True,2023–2025,Assisted referral in screening context: number of M-CHAT-R/F,True,Referencia asistida en contexto de tamizaje | Nº DE M-CHAT-R/F,SECCIÓN K: INTERVENCIONES POSTERIOR AL TAMIZAJE DE SALUD MENTAL,Nº de intervenciones,POR RANGO ETARIO | 0-4 años,POR RANGO ETARIO | 5-9 años,POR RANGO ETARIO | 10-14 años,absent,13.0,,ok,REM/SerieA/metadata/diccionarios/2024/DICCIONARIO CODIGOS SA_24_V1.1.xlsm,141.0
2025,A,A27,29101574,True,2023–2025,Assisted referral in screening context: number of M-CHAT-R/F,True,Referencia asistida en contexto de tamizaje | Nº DE M-CHAT-R/F,SECCIÓN K: INTERVENCIONES POSTERIOR AL TAMIZAJE DE SALUD MENTAL,Nº de intervenciones,POR RANGO ETARIO | 0-4 años,POR RANGO ETARIO | 5-9 años,POR RANGO ETARIO | 10-14 años,absent,15.0,,ok,REM/SerieA/metadata/diccionarios/2025/DICCIONARIO CODIGOS SA_25_V1.5.xlsm,161.0
2019,A,A28,29101629,False,2023–2025,Entry to primary-level rehabilitation by health condition: autism,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2019/SA_19_V1.3-CODIGOS.xlsm,
2020,A,A28,29101629,False,2023–2025,Entry to primary-level rehabilitation by health condition: autism,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2020/SA_20_V1.2-CODIGOS.xlsx,
2021,A,A28,29101629,False,2023–2025,Entry to primary-level rehabilitation by health condition: autism,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2021/SA_21_V1.2-CODIGOS.xlsm,
2022,A,A28,29101629,False,2023–2025,Entry to primary-level rehabilitation by health condition: autism,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2022/SA_22_V1.1-CODIGOS.xlsm,
2023,A,A28,29101629,True,2023–2025,Entry to primary-level rehabilitation by health condition: autism,True,[CONDICIÓN FÍSICA] TRASTORNO ESPECTRO AUTISTA,SECCIÓN A.2: INGRESOS POR CONDICIÓN DE SALUD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,POR EDAD (en años) | 0 a 4 años | Hombres,POR EDAD (en años) | 80 y mas | Mujeres,41.0,0 a 4 años; 5 a 9 años; 10 - 14; 15 - 19; 20 - 24; 25-29; 30-34; 35 - 39; 40 - 44; 45- 49; 50 - 54; 55 - 59; 60 - 64; 65 - 69; 70 - 74; 75 - 79; 80 y mas,ok,REM/SerieA/metadata/diccionarios/2023/DICCIONARIO CODIGOS SA_23_V1.4.xlsm,44.0
2024,A,A28,29101629,True,2023–2025,Entry to primary-level rehabilitation by health condition: autism,True,[Condición física] Trastorno Espectro Autista,SECCIÓN A.2: INGRESOS POR CONDICIÓN DE SALUD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,RANGO ETARIO Y SEXO | 0 - 4 años | Hombres,RANGO ETARIO Y SEXO | 80 y mas años | Mujeres,41.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25-29 años; 30-34 años; 35 - 39 años; 40 - 44 años; 45- 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y mas años,ok,REM/SerieA/metadata/diccionarios/2024/DICCIONARIO CODIGOS SA_24_V1.1.xlsm,44.0
2025,A,A28,29101629,True,2023–2025,Entry to primary-level rehabilitation by health condition: autism,True,Trastorno espectro autista,SECCIÓN A.2: INGRESOS POR CONDICIÓN DE SALUD,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,RANGO ETARIO Y SEXO | 0 a 4 años | Hombres,RANGO ETARIO Y SEXO | 80 y más años | Mujeres,41.0,0 a 4 años; 5 a 9 años; 10 - 14; 15 - 19; 20 - 24; 25-29; 30-34; 35 - 39; 40 - 44; 45- 49; 50 - 54; 55 - 59; 60 - 64; 65 - 69; 70 - 74; 75 - 79; 80 y más años,ok,REM/SerieA/metadata/diccionarios/2025/DICCIONARIO CODIGOS SA_25_V1.5.xlsm,44.0
2019,A,A28,29101651,False,2023–2025,Entry to hospital-level rehabilitation by health condition: autism,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2019/SA_19_V1.3-CODIGOS.xlsm,
2020,A,A28,29101651,False,2023–2025,Entry to hospital-level rehabilitation by health condition: autism,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2020/SA_20_V1.2-CODIGOS.xlsx,
2021,A,A28,29101651,False,2023–2025,Entry to hospital-level rehabilitation by health condition: autism,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2021/SA_21_V1.2-CODIGOS.xlsm,
2022,A,A28,29101651,False,2023–2025,Entry to hospital-level rehabilitation by health condition: autism,False,,,,,,,,,,,REM/SerieA/metadata/diccionarios/2022/SA_22_V1.1-CODIGOS.xlsm,
2023,A,A28,29101651,True,2023–2025,Entry to hospital-level rehabilitation by health condition: autism,True,TRASTORNO ESPECTRO AUTISTA,SECCIÓN B.1: INGRESOS Y EGRESOS A REHABILITACIÓN INTEGRAL,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,POR DE EDAD (en años) Y SEXO | 0 - 4 | Hombres,POR DE EDAD (en años) Y SEXO | 80 y mas | Mujeres,40.0,0 - 4; 5 - 9; 10 - 14; 15 -19; 20 - 24; 25-29; 30-34; 35 - 39; 40 - 44; 45- 49; 50 - 54; 55 - 59; 60 - 64; 65 - 69; 70 - 74; 75 - 79; 80 y mas,ok,REM/SerieA/metadata/diccionarios/2023/DICCIONARIO CODIGOS SA_23_V1.4.xlsm,175.0
2024,A,A28,29101651,True,2023–2025,Entry to hospital-level rehabilitation by health condition: autism,True,Trastorno espectro autista,SECCIÓN B.1: INGRESOS Y EGRESOS A REHABILITACIÓN INTEGRAL,TOTAL | Ambos Sexos,TOTAL | Hombres,TOTAL | Mujeres,RANGO ETARIO Y SEXO | 0 - 4 años | Hombres,RANGO ETARIO Y SEXO | 80 y mas años | Mujeres,40.0,0 - 4 años; 5 - 9 años; 10 - 14 años; 15 - 19 años; 20 - 24 años; 25-29 años; 30-34 años; 35 - 39 años; 40 - 44 años; 45- 49 años; 50 - 54 años; 55 - 59 años; 60 - 64 años; 65 - 69 años; 70 - 74 años; 75 - 79 años; 80 y mas años,ok,REM/SerieA/metadata/diccionarios/2024/DICCIONARIO CODIGOS SA_24_V1.1.xlsm,174.0
