metropolitan,GRD,GRD_count,A05,A05_count,P2,P2_count
False,17.59412858794551,14.0,,,108.07821846880812,86.0
False,34.80036192376401,210.0,29.6631656397798,179.0,51.371962839842105,310.0
False,,,,,,
False,15.192488833520708,5.0,,,,
False,,,,,,
False,16.760244699572613,12.0,,,111.73496466381744,80.0
False,21.40156469217416,36.0,31.50785913014529,53.0,32.10234703826124,54.0
False,,,,,,
False,14.260046202549695,5.0,,,62.74420329121866,22.0
False,19.58320413858381,12.0,,,62.01347977218206,38.0
False,7.928830814608077,5.0,,,26.958024769667464,17.0
False,14.073149951314509,37.0,33.47127555988315,88.0,128.94048198636807,339.0
False,,,,,,
False,39.26307569484738,90.0,37.0817937118003,85.0,56.27707516261457,129.0
False,15.221332004926175,11.0,38.745208739812085,28.0,,
False,48.91586471269416,98.0,159.72527253124625,320.0,88.34804136884559,177.0
False,61.00633935439379,138.0,150.74754869455276,341.0,115.38155486591867,261.0
False,21.9483499179489,86.0,76.81922471282115,301.0,66.10026312498564,259.0
False,0.0,0.0,,,,
False,13.517729021524383,13.0,90.46480191327858,87.0,148.69501923676822,143.0
False,,,24.984176688097534,15.0,136.5801658949332,82.0
