model_id,estimand,source,variant,outcome,denominator_offset,panel,activity,position,covariates,sex,years,n_obs,df_resid,apc,apc_lo,apc_hi,p_value,beta,se,dispersion,durbin_watson,dw_check,model_family,converged,note_keys,note,hospitals_first,hospitals_last,depth_coef,re_sd,re_sd_lo,re_sd_hi,stable_panel_n,script,label_note
grd_rate:sin_rett:observed:hospitalisation:principal:depth_disruption:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_principal,off_episodes,panel_observed,act_hospitalisation,pos_principal,cov_depth_disruption,,2019-2024,6,2,-1.4766480839401463,-28.632647820941237,36.012484369905565,0.9279500779574652,-0.014876590618006169,0.1645199021685626,1.0391640402180333,2.2783933752708143,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|disruption|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:observed:hospitalisation:principal:none:2021-2024,est_grd_rate,src_grd,sin_rett,out_f84_principal,off_episodes,panel_observed,act_hospitalisation,pos_principal,cov_none,,2021-2024,4,2,16.967034089476062,5.664873452075558,29.47810011710108,0.0025049993538035355,0.15672194918887294,0.0518476979161075,3.924432331264131,2.0357749664903815,"deviance residuals, chronological",fam_qp,True,not_causal_law|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:observed:hospitalisation:principal:depth:2021-2024,est_grd_rate,src_grd,sin_rett,out_f84_principal,off_episodes,panel_observed,act_hospitalisation,pos_principal,cov_depth,,2021-2024,4,1,37.80899219661471,31.36796933257344,44.565820928295395,2.1724630171487993e-39,0.32069842588052855,0.024422030457384798,0.13886632702778354,3.4035282305110206,"deviance residuals, chronological",fam_qp,True,df1|not_causal_law|depth|principal_small|dw_weak,"One residual degree of freedom: dispersion very unstable. No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:all:any:none:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_any,off_episodes,panel_fixed65,act_all,pos_any,cov_none,,2019-2024,6,4,36.13320850625228,30.067905128326156,42.481348030651176,3.698626843940708e-40,0.3084636946866727,0.023254110694634192,34.12809378460995,1.7287782528374116,"deviance residuals, chronological",fam_qp,True,not_causal_law|dw_weak,"No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:all:any:depth:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_any,off_episodes,panel_fixed65,act_all,pos_any,cov_depth,,2019-2024,6,3,47.13889688185526,40.968238313922114,53.57966613299929,7.361510431241835e-70,0.38620683142291956,0.02185877543190276,6.716676266696184,3.6082912714839726,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:all:any:disruption:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_any,off_episodes,panel_fixed65,act_all,pos_any,cov_disruption,,2019-2024,6,3,33.09927977954028,28.424252730035725,37.94449180150128,2.3157009023931493e-55,0.2859251282754214,0.018243221271285883,15.973305824806495,2.82236843391424,"deviance residuals, chronological",fam_qp,True,not_causal_law|disruption|dw_weak,"No specification estimates an effect of Law 21.545. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:all:any:depth_disruption:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_any,off_episodes,panel_fixed65,act_all,pos_any,cov_depth_disruption,,2019-2024,6,2,59.02934636411305,36.506651999152126,85.26813627481044,2.6170715583922246e-09,0.463918567529257,0.07791745597868474,6.536122158506609,3.412696328067381,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|disruption|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:all:any:none:2021-2024,est_grd_rate,src_grd,sin_rett,out_f84_any,off_episodes,panel_fixed65,act_all,pos_any,cov_none,,2021-2024,4,2,40.46279168175657,34.01956050537747,47.21579277407712,1.1844001730959973e-45,0.339772439824758,0.023958023190607792,12.83204781075029,2.6346185205467876,"deviance residuals, chronological",fam_qp,True,not_causal_law|dw_weak,"No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:all:any:depth:2021-2024,est_grd_rate,src_grd,sin_rett,out_f84_any,off_episodes,panel_fixed65,act_all,pos_any,cov_depth,,2021-2024,4,1,44.55489864976015,34.2947666447845,55.59890564398218,1.0208517762878663e-22,0.36848917086414223,0.03756304825582834,12.632177560796938,3.400530822415686,"deviance residuals, chronological",fam_qp,True,df1|not_causal_law|depth|dw_weak,"One residual degree of freedom: dispersion very unstable. No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:all:principal:none:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_principal,off_episodes,panel_fixed65,act_all,pos_principal,cov_none,,2019-2024,6,4,14.930540370559875,10.539389470630201,19.49612869336925,2.535341332305566e-12,0.13915776311788297,0.019875888626896515,1.8956724542982588,2.0206835514665835,"deviance residuals, chronological",fam_qp,True,not_causal_law|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:all:principal:depth:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_principal,off_episodes,panel_fixed65,act_all,pos_principal,cov_depth,,2019-2024,6,3,20.392071233419617,12.148599289819328,29.24147878491199,2.9253996180080206e-07,0.18558349117516304,0.036188882269393055,1.4699703277709208,1.578948707732291,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:all:principal:disruption:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_principal,off_episodes,panel_fixed65,act_all,pos_principal,cov_disruption,,2019-2024,6,3,13.162887110673926,9.87623865064613,16.54784670905578,1.9826667650247744e-16,0.12365807364644488,0.015037842865617821,0.9082453051927629,1.4953297807470456,"deviance residuals, chronological",fam_qp,True,not_causal_law|disruption|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:all:principal:depth_disruption:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_principal,off_episodes,panel_fixed65,act_all,pos_principal,cov_depth_disruption,,2019-2024,6,2,-0.2680208060835132,-17.738079906185078,20.912174947927586,0.9782089343154088,-0.0026838062491600922,0.09825592559881287,0.7446130907178228,2.5635302401214033,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|disruption|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:all:principal:none:2021-2024,est_grd_rate,src_grd,sin_rett,out_f84_principal,off_episodes,panel_fixed65,act_all,pos_principal,cov_none,,2021-2024,4,2,14.53473193043564,4.711918601126808,25.279003513890252,0.003013094029137894,0.13570792664624265,0.04574837405790886,3.0007150298604746,2.0444590457328733,"deviance residuals, chronological",fam_qp,True,not_causal_law|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:all:principal:depth:2021-2024,est_grd_rate,src_grd,sin_rett,out_f84_principal,off_episodes,panel_fixed65,act_all,pos_principal,cov_depth,,2021-2024,4,1,22.19693682513808,19.370583365946082,25.09021023773097,2.896751456173159e-63,0.20046379353782662,0.011939596633231455,0.09640938358413903,3.3994399820927406,"deviance residuals, chronological",fam_qp,True,df1|not_causal_law|depth|principal_small|dw_weak,"One residual degree of freedom: dispersion very unstable. No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:hospitalisation:any:none:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_any,off_episodes,panel_fixed65,act_hospitalisation,pos_any,cov_none,,2019-2024,6,4,37.34890057075173,30.674942262310534,44.363717797755896,8.776596980971964e-36,0.3173542219398058,0.025414510452135785,35.54851521524445,1.821517207333645,"deviance residuals, chronological",fam_qp,True,not_causal_law|dw_weak,"No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:hospitalisation:any:depth:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_any,off_episodes,panel_fixed65,act_hospitalisation,pos_any,cov_depth,,2019-2024,6,3,58.238721403301376,46.627489571925196,70.76943091949349,3.7696078853049765e-32,0.45893460174308354,0.038883113325114814,7.720055474299979,3.6993986702848707,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:hospitalisation:any:disruption:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_any,off_episodes,panel_fixed65,act_hospitalisation,pos_any,cov_disruption,,2019-2024,6,3,33.68860152010018,28.78592059665126,38.77791992787807,2.1971301005613234e-52,0.29034304033512925,0.01906245781069443,14.768304405975359,3.1224999562689737,"deviance residuals, chronological",fam_qp,True,not_causal_law|disruption|dw_weak,"No specification estimates an effect of Law 21.545. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:hospitalisation:any:depth_disruption:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_any,off_episodes,panel_fixed65,act_hospitalisation,pos_any,cov_depth_disruption,,2019-2024,6,2,63.8699951763533,23.127146613933647,118.09467739309407,0.0007080686811439728,0.49390321513422775,0.14584751026495957,11.202524804442861,3.6002807851126235,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|disruption|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:hospitalisation:any:none:2021-2024,est_grd_rate,src_grd,sin_rett,out_f84_any,off_episodes,panel_fixed65,act_hospitalisation,pos_any,cov_none,,2021-2024,4,2,41.190972372941424,32.7005763735597,50.22459754431552,1.1365633896755536e-27,0.34494320199129325,0.03164247083458771,20.409740856910886,2.45526527565007,"deviance residuals, chronological",fam_qp,True,not_causal_law|dw_weak,"No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:hospitalisation:any:depth:2021-2024,est_grd_rate,src_grd,sin_rett,out_f84_any,off_episodes,panel_fixed65,act_hospitalisation,pos_any,cov_depth,,2021-2024,4,1,53.95199844078271,35.15752423370846,75.35995837662472,8.295486575432566e-11,0.4314706694010074,0.06642974668817789,13.28414236465792,3.4013732842077906,"deviance residuals, chronological",fam_qp,True,df1|not_causal_law|depth|dw_weak,"One residual degree of freedom: dispersion very unstable. No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:hospitalisation:principal:none:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_principal,off_episodes,panel_fixed65,act_hospitalisation,pos_principal,cov_none,,2019-2024,6,4,17.385313427957016,11.832624680981585,23.213703048525836,8.979930018645868e-11,0.16029161501106504,0.02472416347472134,2.7785996154462724,2.003783604220994,"deviance residuals, chronological",fam_qp,True,not_causal_law|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:hospitalisation:principal:depth:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_principal,off_episodes,panel_fixed65,act_hospitalisation,pos_principal,cov_depth,,2019-2024,6,3,30.818735019683906,15.946533969320198,47.59855983861123,1.2835170294341706e-05,0.26864247687342613,0.061574341680871725,1.7186445983454781,1.4527218857235589,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:hospitalisation:principal:disruption:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_principal,off_episodes,panel_fixed65,act_hospitalisation,pos_principal,cov_disruption,,2019-2024,6,3,14.726767307491762,11.29164880444149,18.26791388413751,8.169188978516343e-19,0.1373831789027815,0.015510051647821283,0.8951457638876835,1.3858505823134502,"deviance residuals, chronological",fam_qp,True,not_causal_law|disruption|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:hospitalisation:principal:depth_disruption:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_principal,off_episodes,panel_fixed65,act_hospitalisation,pos_principal,cov_depth_disruption,,2019-2024,6,2,0.5464601317078266,-25.53137337790645,35.75637289942677,0.9716208312866128,0.005449724555738555,0.1531875051728982,0.9803195532183784,2.244625980561044,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|disruption|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:hospitalisation:principal:none:2021-2024,est_grd_rate,src_grd,sin_rett,out_f84_principal,off_episodes,panel_fixed65,act_hospitalisation,pos_principal,cov_none,,2021-2024,4,2,17.35195726321328,6.125816136504159,29.765615708372884,0.0018155018054399983,0.16000741502126337,0.05130311927584511,3.8013815823908352,2.037695445637327,"deviance residuals, chronological",fam_qp,True,not_causal_law|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:fixed65:hospitalisation:principal:depth:2021-2024,est_grd_rate,src_grd,sin_rett,out_f84_principal,off_episodes,panel_fixed65,act_hospitalisation,pos_principal,cov_depth,,2021-2024,4,1,37.314005473463595,29.880397232085087,45.17307077121026,5.925455979185977e-29,0.3171001279452548,0.02839659743126672,0.19491511114844623,3.407222856311467,"deviance residuals, chronological",fam_qp,True,df1|not_causal_law|depth|principal_small|dw_weak,"One residual degree of freedom: dispersion very unstable. No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
