era,definition,sex,age_group,comuna_norm,persons
2019-2020,autismo_F840,HOMBRE,35-39,FLORIDA,1
2019-2020,autismo_F840,HOMBRE,35-39,INDEPENDENCIA,1
2019-2020,autismo_F840,HOMBRE,35-39,OSORNO,2
2019-2020,autismo_F840,HOMBRE,35-39,QUINTA NORMAL,1
2019-2020,autismo_F840,HOMBRE,35-39,VALPARAISO,1
2019-2020,autismo_F840,HOMBRE,35-39,VINA DEL MAR,2
2019-2020,autismo_F840,HOMBRE,40-44,CALAMA,1
2019-2020,autismo_F840,HOMBRE,40-44,CON CON,1
2019-2020,autismo_F840,HOMBRE,40-44,CONCHALI,1
2019-2020,autismo_F840,HOMBRE,40-44,LA GRANJA,1
2019-2020,autismo_F840,HOMBRE,40-44,LOS ANGELES,1
2019-2020,autismo_F840,HOMBRE,40-44,PUENTE ALTO,1
2019-2020,autismo_F840,HOMBRE,40-44,RENCA,1
2019-2020,autismo_F840,HOMBRE,45-49,LA FLORIDA,1
2019-2020,autismo_F840,HOMBRE,45-49,LA REINA,1
2019-2020,autismo_F840,HOMBRE,45-49,QUILLOTA,1
2019-2020,autismo_F840,HOMBRE,5-9,ALTO DEL CARMEN,1
2019-2020,autismo_F840,HOMBRE,5-9,ALTO HOSPICIO,4
2019-2020,autismo_F840,HOMBRE,5-9,ANCUD,1
2019-2020,autismo_F840,HOMBRE,5-9,ANGOL,2
2019-2020,autismo_F840,HOMBRE,5-9,ANTOFAGASTA,19
2019-2020,autismo_F840,HOMBRE,5-9,ARICA,9
2019-2020,autismo_F840,HOMBRE,5-9,BUIN,8
2019-2020,autismo_F840,HOMBRE,5-9,CABILDO,1
2019-2020,autismo_F840,HOMBRE,5-9,CALAMA,13
2019-2020,autismo_F840,HOMBRE,5-9,CALBUCO,1
2019-2020,autismo_F840,HOMBRE,5-9,CALERA,2
2019-2020,autismo_F840,HOMBRE,5-9,CANETE,1
2019-2020,autismo_F840,HOMBRE,5-9,CASABLANCA,1
2019-2020,autismo_F840,HOMBRE,5-9,CASTRO,1
2019-2020,autismo_F840,HOMBRE,5-9,CERRILLOS,2
2019-2020,autismo_F840,HOMBRE,5-9,CERRO NAVIA,3
2019-2020,autismo_F840,HOMBRE,5-9,CHIGUAYANTE,1
2019-2020,autismo_F840,HOMBRE,5-9,CHILLAN,17
2019-2020,autismo_F840,HOMBRE,5-9,CHILLAN VIEJO,1
2019-2020,autismo_F840,HOMBRE,5-9,CHIMBARONGO,1
2019-2020,autismo_F840,HOMBRE,5-9,COIHAIQUE,3
2019-2020,autismo_F840,HOMBRE,5-9,COIHUECO,1
2019-2020,autismo_F840,HOMBRE,5-9,COLBUN,1
2019-2020,autismo_F840,HOMBRE,5-9,COLINA,2
2019-2020,autismo_F840,HOMBRE,5-9,CON CON,1
2019-2020,autismo_F840,HOMBRE,5-9,CONCEPCION,10
2019-2020,autismo_F840,HOMBRE,5-9,CONCHALI,4
2019-2020,autismo_F840,HOMBRE,5-9,CONSTITUCION,1
2019-2020,autismo_F840,HOMBRE,5-9,CONTULMO,1
2019-2020,autismo_F840,HOMBRE,5-9,COPIAPO,5
2019-2020,autismo_F840,HOMBRE,5-9,COQUIMBO,13
2019-2020,autismo_F840,HOMBRE,5-9,CORONEL,7
2019-2020,autismo_F840,HOMBRE,5-9,CORRAL,1
2019-2020,autismo_F840,HOMBRE,5-9,CUNCO,1
2019-2020,autismo_F840,HOMBRE,5-9,CURACAVI,2
2019-2020,autismo_F840,HOMBRE,5-9,CURANILAHUE,2
2019-2020,autismo_F840,HOMBRE,5-9,DESCONOCIDO,1
2019-2020,autismo_F840,HOMBRE,5-9,DIEGO DE ALMAGRO,1
2019-2020,autismo_F840,HOMBRE,5-9,EL BOSQUE,3
2019-2020,autismo_F840,HOMBRE,5-9,EL QUISCO,1
2019-2020,autismo_F840,HOMBRE,5-9,ESTACION CENTRAL,3
2019-2020,autismo_F840,HOMBRE,5-9,FRUTILLAR,2
2019-2020,autismo_F840,HOMBRE,5-9,GORBEA,2
2019-2020,autismo_F840,HOMBRE,5-9,GRANEROS,2
2019-2020,autismo_F840,HOMBRE,5-9,HUALPEN,7
2019-2020,autismo_F840,HOMBRE,5-9,HUALQUI,2
2019-2020,autismo_F840,HOMBRE,5-9,HUECHURABA,1
2019-2020,autismo_F840,HOMBRE,5-9,INDEPENDENCIA,1
2019-2020,autismo_F840,HOMBRE,5-9,IQUIQUE,7
2019-2020,autismo_F840,HOMBRE,5-9,LA CISTERNA,1
2019-2020,autismo_F840,HOMBRE,5-9,LA CRUZ,1
2019-2020,autismo_F840,HOMBRE,5-9,LA FLORIDA,13
2019-2020,autismo_F840,HOMBRE,5-9,LA GRANJA,3
2019-2020,autismo_F840,HOMBRE,5-9,LA PINTANA,10
2019-2020,autismo_F840,HOMBRE,5-9,LA REINA,1
2019-2020,autismo_F840,HOMBRE,5-9,LA SERENA,18
2019-2020,autismo_F840,HOMBRE,5-9,LA UNION,1
2019-2020,autismo_F840,HOMBRE,5-9,LAJA,1
2019-2020,autismo_F840,HOMBRE,5-9,LAMPA,3
2019-2020,autismo_F840,HOMBRE,5-9,LANCO,2
2019-2020,autismo_F840,HOMBRE,5-9,LAS CABRAS,2
2019-2020,autismo_F840,HOMBRE,5-9,LIMACHE,1
2019-2020,autismo_F840,HOMBRE,5-9,LINARES,3
2019-2020,autismo_F840,HOMBRE,5-9,LLAILLAY,1
2019-2020,autismo_F840,HOMBRE,5-9,LLANQUIHUE,1
2019-2020,autismo_F840,HOMBRE,5-9,LO ESPEJO,4
2019-2020,autismo_F840,HOMBRE,5-9,LO PRADO,3
2019-2020,autismo_F840,HOMBRE,5-9,LOS ALAMOS,1
2019-2020,autismo_F840,HOMBRE,5-9,LOS ANDES,1
2019-2020,autismo_F840,HOMBRE,5-9,LOS ANGELES,9
2019-2020,autismo_F840,HOMBRE,5-9,LOS LAGOS,1
2019-2020,autismo_F840,HOMBRE,5-9,LOTA,1
2019-2020,autismo_F840,HOMBRE,5-9,MACHALI,2
2019-2020,autismo_F840,HOMBRE,5-9,MACUL,1
2019-2020,autismo_F840,HOMBRE,5-9,MAIPU,6
2019-2020,autismo_F840,HOMBRE,5-9,MAULE,3
2019-2020,autismo_F840,HOMBRE,5-9,MELIPILLA,3
2019-2020,autismo_F840,HOMBRE,5-9,MOLINA,1
2019-2020,autismo_F840,HOMBRE,5-9,MULCHEN,1
2019-2020,autismo_F840,HOMBRE,5-9,NATALES,1
2019-2020,autismo_F840,HOMBRE,5-9,NOGALES,1
2019-2020,autismo_F840,HOMBRE,5-9,NUNOA,3
2019-2020,autismo_F840,HOMBRE,5-9,OSORNO,14
2019-2020,autismo_F840,HOMBRE,5-9,OVALLE,4
2019-2020,autismo_F840,HOMBRE,5-9,PADRE LAS CASAS,2
2019-2020,autismo_F840,HOMBRE,5-9,PAILLACO,1
2019-2020,autismo_F840,HOMBRE,5-9,PAINE,5
2019-2020,autismo_F840,HOMBRE,5-9,PALMILLA,1
2019-2020,autismo_F840,HOMBRE,5-9,PANQUEHUE,1
2019-2020,autismo_F840,HOMBRE,5-9,PARRAL,2
2019-2020,autismo_F840,HOMBRE,5-9,PEDRO AGUIRRE CERDA,2
2019-2020,autismo_F840,HOMBRE,5-9,PENAFLOR,2
2019-2020,autismo_F840,HOMBRE,5-9,PENALOLEN,8
2019-2020,autismo_F840,HOMBRE,5-9,PENCO,3
2019-2020,autismo_F840,HOMBRE,5-9,POZO ALMONTE,1
2019-2020,autismo_F840,HOMBRE,5-9,PROVIDENCIA,1
2019-2020,autismo_F840,HOMBRE,5-9,PUCHUNCAVI,1
2019-2020,autismo_F840,HOMBRE,5-9,PUCON,1
2019-2020,autismo_F840,HOMBRE,5-9,PUDAHUEL,7
2019-2020,autismo_F840,HOMBRE,5-9,PUENTE ALTO,15
2019-2020,autismo_F840,HOMBRE,5-9,PUERTO MONTT,13
2019-2020,autismo_F840,HOMBRE,5-9,PUERTO OCTAY,1
2019-2020,autismo_F840,HOMBRE,5-9,PUNITAQUI,2
2019-2020,autismo_F840,HOMBRE,5-9,PUNTA ARENAS,13
2019-2020,autismo_F840,HOMBRE,5-9,PURRANQUE,1
2019-2020,autismo_F840,HOMBRE,5-9,PUYEHUE,1
2019-2020,autismo_F840,HOMBRE,5-9,QUELLON,1
2019-2020,autismo_F840,HOMBRE,5-9,QUILICURA,10
2019-2020,autismo_F840,HOMBRE,5-9,QUILLON,2
2019-2020,autismo_F840,HOMBRE,5-9,QUILLOTA,2
2019-2020,autismo_F840,HOMBRE,5-9,QUILPUE,7
2019-2020,autismo_F840,HOMBRE,5-9,QUINTA DE TILCOCO,1
2019-2020,autismo_F840,HOMBRE,5-9,RANCAGUA,4
2019-2020,autismo_F840,HOMBRE,5-9,RECOLETA,5
2019-2020,autismo_F840,HOMBRE,5-9,RENAICO,1
2019-2020,autismo_F840,HOMBRE,5-9,RENCA,5
2019-2020,autismo_F840,HOMBRE,5-9,REQUINOA,1
2019-2020,autismo_F840,HOMBRE,5-9,ROMERAL,1
2019-2020,autismo_F840,HOMBRE,5-9,SAGRADA FAMILIA,1
2019-2020,autismo_F840,HOMBRE,5-9,SAN ANTONIO,3
2019-2020,autismo_F840,HOMBRE,5-9,SAN BERNARDO,11
2019-2020,autismo_F840,HOMBRE,5-9,SAN CARLOS,5
2019-2020,autismo_F840,HOMBRE,5-9,SAN CLEMENTE,2
2019-2020,autismo_F840,HOMBRE,5-9,SAN FABIAN,1
2019-2020,autismo_F840,HOMBRE,5-9,SAN FELIPE,4
2019-2020,autismo_F840,HOMBRE,5-9,SAN FERNANDO,1
2019-2020,autismo_F840,HOMBRE,5-9,SAN IGNACIO,2
2019-2020,autismo_F840,HOMBRE,5-9,SAN JAVIER,1
2019-2020,autismo_F840,HOMBRE,5-9,SAN JOAQUIN,4
2019-2020,autismo_F840,HOMBRE,5-9,SAN JOSE DE MAIPO,1
2019-2020,autismo_F840,HOMBRE,5-9,SAN MIGUEL,3
2019-2020,autismo_F840,HOMBRE,5-9,SAN NICOLAS,1
2019-2020,autismo_F840,HOMBRE,5-9,SAN PEDRO DE LA PAZ,10
2019-2020,autismo_F840,HOMBRE,5-9,SAN RAMON,4
2019-2020,autismo_F840,HOMBRE,5-9,SAN ROSENDO,1
2019-2020,autismo_F840,HOMBRE,5-9,SAN VICENTE,1
2019-2020,autismo_F840,HOMBRE,5-9,SANTA BARBARA,1
2019-2020,autismo_F840,HOMBRE,5-9,SANTIAGO,8
2019-2020,autismo_F840,HOMBRE,5-9,SANTO DOMINGO,1
2019-2020,autismo_F840,HOMBRE,5-9,TALAGANTE,1
2019-2020,autismo_F840,HOMBRE,5-9,TALCA,4
2019-2020,autismo_F840,HOMBRE,5-9,TALCAHUANO,9
2019-2020,autismo_F840,HOMBRE,5-9,TALTAL,1
2019-2020,autismo_F840,HOMBRE,5-9,TEMUCO,14
2019-2020,autismo_F840,HOMBRE,5-9,TIERRA AMARILLA,1
2019-2020,autismo_F840,HOMBRE,5-9,TOME,1
2019-2020,autismo_F840,HOMBRE,5-9,VALDIVIA,3
2019-2020,autismo_F840,HOMBRE,5-9,VALLENAR,3
2019-2020,autismo_F840,HOMBRE,5-9,VALPARAISO,8
2019-2020,autismo_F840,HOMBRE,5-9,VICTORIA,4
2019-2020,autismo_F840,HOMBRE,5-9,VILCUN,2
2019-2020,autismo_F840,HOMBRE,5-9,VILLA ALEMANA,4
2019-2020,autismo_F840,HOMBRE,5-9,VILLARRICA,1
2019-2020,autismo_F840,HOMBRE,5-9,VINA DEL MAR,7
2019-2020,autismo_F840,HOMBRE,5-9,YUMBEL,1
2019-2020,autismo_F840,HOMBRE,5-9,YUNGAY,2
2019-2020,autismo_F840,HOMBRE,50-54,LAMPA,1
2019-2020,autismo_F840,HOMBRE,50-54,PENCO,1
2019-2020,autismo_F840,HOMBRE,55-59,LO PRADO,1
2019-2020,autismo_F840,HOMBRE,55-59,PUDAHUEL,1
2019-2020,autismo_F840,HOMBRE,60-64,VALPARAISO,1
2019-2020,autismo_F840,HOMBRE,65-69,INDEPENDENCIA,1
2019-2020,autismo_F840,MUJER,0-4,ALTO HOSPICIO,3
2019-2020,autismo_F840,MUJER,0-4,ANCUD,1
2019-2020,autismo_F840,MUJER,0-4,ANTOFAGASTA,7
2019-2020,autismo_F840,MUJER,0-4,ARICA,2
2019-2020,autismo_F840,MUJER,0-4,BUIN,2
2019-2020,autismo_F840,MUJER,0-4,CABILDO,1
2019-2020,autismo_F840,MUJER,0-4,CABRERO,1
2019-2020,autismo_F840,MUJER,0-4,CALAMA,1
2019-2020,autismo_F840,MUJER,0-4,CHIGUAYANTE,1
2019-2020,autismo_F840,MUJER,0-4,CHILLAN,4
2019-2020,autismo_F840,MUJER,0-4,CONCEPCION,2
2019-2020,autismo_F840,MUJER,0-4,COQUIMBO,6
2019-2020,autismo_F840,MUJER,0-4,CORONEL,2
2019-2020,autismo_F840,MUJER,0-4,CURANILAHUE,1
2019-2020,autismo_F840,MUJER,0-4,GRANEROS,1
2019-2020,autismo_F840,MUJER,0-4,INDEPENDENCIA,1
2019-2020,autismo_F840,MUJER,0-4,LA CISTERNA,1
2019-2020,autismo_F840,MUJER,0-4,LA FLORIDA,3
2019-2020,autismo_F840,MUJER,0-4,LA PINTANA,1
2019-2020,autismo_F840,MUJER,0-4,LA REINA,1
2019-2020,autismo_F840,MUJER,0-4,LA SERENA,1
2019-2020,autismo_F840,MUJER,0-4,LINARES,1
2019-2020,autismo_F840,MUJER,0-4,LLAILLAY,2
2019-2020,autismo_F840,MUJER,0-4,LO ESPEJO,1
2019-2020,autismo_F840,MUJER,0-4,LOS ANDES,1
2019-2020,autismo_F840,MUJER,0-4,LOTA,1
2019-2020,autismo_F840,MUJER,0-4,MAIPU,2
2019-2020,autismo_F840,MUJER,0-4,OVALLE,1
2019-2020,autismo_F840,MUJER,0-4,PADRE HURTADO,1
2019-2020,autismo_F840,MUJER,0-4,PADRE LAS CASAS,1
2019-2020,autismo_F840,MUJER,0-4,PEDRO AGUIRRE CERDA,1
2019-2020,autismo_F840,MUJER,0-4,PEMUCO,1
2019-2020,autismo_F840,MUJER,0-4,PENALOLEN,1
2019-2020,autismo_F840,MUJER,0-4,PORVENIR,1
2019-2020,autismo_F840,MUJER,0-4,PUDAHUEL,2
2019-2020,autismo_F840,MUJER,0-4,PUENTE ALTO,4
2019-2020,autismo_F840,MUJER,0-4,PUERTO MONTT,1
2019-2020,autismo_F840,MUJER,0-4,PUNTA ARENAS,1
2019-2020,autismo_F840,MUJER,0-4,QUILICURA,1
2019-2020,autismo_F840,MUJER,0-4,QUILPUE,1
2019-2020,autismo_F840,MUJER,0-4,QUINTA NORMAL,1
2019-2020,autismo_F840,MUJER,0-4,QUINTERO,1
2019-2020,autismo_F840,MUJER,0-4,RANCAGUA,5
2019-2020,autismo_F840,MUJER,0-4,RECOLETA,2
2019-2020,autismo_F840,MUJER,0-4,SAN ANTONIO,1
2019-2020,autismo_F840,MUJER,0-4,SAN BERNARDO,1
2019-2020,autismo_F840,MUJER,0-4,SAN FELIPE,1
2019-2020,autismo_F840,MUJER,0-4,SAN JOAQUIN,1
2019-2020,autismo_F840,MUJER,0-4,SANTA CRUZ,1
2019-2020,autismo_F840,MUJER,0-4,SANTIAGO,5
2019-2020,autismo_F840,MUJER,0-4,TALCAHUANO,1
2019-2020,autismo_F840,MUJER,0-4,TEMUCO,2
2019-2020,autismo_F840,MUJER,0-4,VALDIVIA,2
2019-2020,autismo_F840,MUJER,0-4,VALLENAR,1
2019-2020,autismo_F840,MUJER,0-4,VALPARAISO,3
2019-2020,autismo_F840,MUJER,0-4,VILLA ALEMANA,1
2019-2020,autismo_F840,MUJER,0-4,VILLARRICA,1
2019-2020,autismo_F840,MUJER,0-4,VINA DEL MAR,4
2019-2020,autismo_F840,MUJER,10-14,ALTO HOSPICIO,1
2019-2020,autismo_F840,MUJER,10-14,ANTOFAGASTA,5
2019-2020,autismo_F840,MUJER,10-14,ARICA,4
2019-2020,autismo_F840,MUJER,10-14,CALAMA,2
2019-2020,autismo_F840,MUJER,10-14,CALERA,1
2019-2020,autismo_F840,MUJER,10-14,CALERA DE TANGO,1
2019-2020,autismo_F840,MUJER,10-14,CERRO NAVIA,1
2019-2020,autismo_F840,MUJER,10-14,CHILLAN,9
2019-2020,autismo_F840,MUJER,10-14,COLBUN,1
2019-2020,autismo_F840,MUJER,10-14,COLLIPULLI,1
2019-2020,autismo_F840,MUJER,10-14,CONCEPCION,1
2019-2020,autismo_F840,MUJER,10-14,CONCHALI,1
2019-2020,autismo_F840,MUJER,10-14,COQUIMBO,2
2019-2020,autismo_F840,MUJER,10-14,CURANILAHUE,1
2019-2020,autismo_F840,MUJER,10-14,CURICO,1
2019-2020,autismo_F840,MUJER,10-14,EL MONTE,1
2019-2020,autismo_F840,MUJER,10-14,EL TABO,1
2019-2020,autismo_F840,MUJER,10-14,ESTACION CENTRAL,3
2019-2020,autismo_F840,MUJER,10-14,FLORIDA,1
2019-2020,autismo_F840,MUJER,10-14,GRANEROS,1
2019-2020,autismo_F840,MUJER,10-14,HIJUELAS,1
2019-2020,autismo_F840,MUJER,10-14,INDEPENDENCIA,1
2019-2020,autismo_F840,MUJER,10-14,LA CISTERNA,2
2019-2020,autismo_F840,MUJER,10-14,LA FLORIDA,3
2019-2020,autismo_F840,MUJER,10-14,LA GRANJA,2
2019-2020,autismo_F840,MUJER,10-14,LA SERENA,1
2019-2020,autismo_F840,MUJER,10-14,LAMPA,1
2019-2020,autismo_F840,MUJER,10-14,LINARES,1
2019-2020,autismo_F840,MUJER,10-14,LO BARNECHEA,1
2019-2020,autismo_F840,MUJER,10-14,LO PRADO,1
2019-2020,autismo_F840,MUJER,10-14,LOS ANDES,1
2019-2020,autismo_F840,MUJER,10-14,LOS ANGELES,4
2019-2020,autismo_F840,MUJER,10-14,MACHALI,1
2019-2020,autismo_F840,MUJER,10-14,MACUL,2
2019-2020,autismo_F840,MUJER,10-14,MAIPU,3
2019-2020,autismo_F840,MUJER,10-14,MARIA PINTO,1
2019-2020,autismo_F840,MUJER,10-14,MELIPILLA,2
2019-2020,autismo_F840,MUJER,10-14,MONTE PATRIA,1
2019-2020,autismo_F840,MUJER,10-14,NIQUEN,1
2019-2020,autismo_F840,MUJER,10-14,NUNOA,1
2019-2020,autismo_F840,MUJER,10-14,OSORNO,2
2019-2020,autismo_F840,MUJER,10-14,OVALLE,1
2019-2020,autismo_F840,MUJER,10-14,PADRE LAS CASAS,1
2019-2020,autismo_F840,MUJER,10-14,PANGUIPULLI,1
2019-2020,autismo_F840,MUJER,10-14,PEDRO AGUIRRE CERDA,1
2019-2020,autismo_F840,MUJER,10-14,PENAFLOR,1
2019-2020,autismo_F840,MUJER,10-14,PENCO,1
2019-2020,autismo_F840,MUJER,10-14,PINTO,1
2019-2020,autismo_F840,MUJER,10-14,PORVENIR,1
2019-2020,autismo_F840,MUJER,10-14,POZO ALMONTE,1
2019-2020,autismo_F840,MUJER,10-14,PROVIDENCIA,1
2019-2020,autismo_F840,MUJER,10-14,PUDAHUEL,1
2019-2020,autismo_F840,MUJER,10-14,PUENTE ALTO,7
2019-2020,autismo_F840,MUJER,10-14,PUERTO MONTT,4
2019-2020,autismo_F840,MUJER,10-14,PUNTA ARENAS,1
2019-2020,autismo_F840,MUJER,10-14,QUILICURA,2
2019-2020,autismo_F840,MUJER,10-14,QUILLON,1
2019-2020,autismo_F840,MUJER,10-14,QUILLOTA,3
2019-2020,autismo_F840,MUJER,10-14,QUILPUE,2
2019-2020,autismo_F840,MUJER,10-14,QUINTA NORMAL,1
2019-2020,autismo_F840,MUJER,10-14,RANCAGUA,1
2019-2020,autismo_F840,MUJER,10-14,SAN ANTONIO,1
2019-2020,autismo_F840,MUJER,10-14,SAN BERNARDO,2
2019-2020,autismo_F840,MUJER,10-14,SAN FELIPE,1
2019-2020,autismo_F840,MUJER,10-14,SANTA CRUZ,2
2019-2020,autismo_F840,MUJER,10-14,SANTIAGO,2
2019-2020,autismo_F840,MUJER,10-14,TALAGANTE,1
2019-2020,autismo_F840,MUJER,10-14,TALCA,1
2019-2020,autismo_F840,MUJER,10-14,TALCAHUANO,2
2019-2020,autismo_F840,MUJER,10-14,TEMUCO,5
2019-2020,autismo_F840,MUJER,10-14,VALDIVIA,2
2019-2020,autismo_F840,MUJER,10-14,VALLENAR,1
2019-2020,autismo_F840,MUJER,10-14,VALPARAISO,1
2019-2020,autismo_F840,MUJER,10-14,VILLARRICA,1
2019-2020,autismo_F840,MUJER,10-14,VINA DEL MAR,4
2019-2020,autismo_F840,MUJER,15-19,ANGOL,1
2019-2020,autismo_F840,MUJER,15-19,ANTOFAGASTA,2
2019-2020,autismo_F840,MUJER,15-19,ARAUCO,1
2019-2020,autismo_F840,MUJER,15-19,ARICA,1
2019-2020,autismo_F840,MUJER,15-19,CHILLAN,5
2019-2020,autismo_F840,MUJER,15-19,COIHAIQUE,1
2019-2020,autismo_F840,MUJER,15-19,CONCHALI,1
2019-2020,autismo_F840,MUJER,15-19,COQUIMBO,1
2019-2020,autismo_F840,MUJER,15-19,IQUIQUE,1
2019-2020,autismo_F840,MUJER,15-19,LA CISTERNA,1
2019-2020,autismo_F840,MUJER,15-19,LA LIGUA,1
2019-2020,autismo_F840,MUJER,15-19,LA PINTANA,1
2019-2020,autismo_F840,MUJER,15-19,LAMPA,1
2019-2020,autismo_F840,MUJER,15-19,MAIPU,3
2019-2020,autismo_F840,MUJER,15-19,OSORNO,1
2019-2020,autismo_F840,MUJER,15-19,PENALOLEN,1
2019-2020,autismo_F840,MUJER,15-19,PENCO,1
2019-2020,autismo_F840,MUJER,15-19,PICHILEMU,1
2019-2020,autismo_F840,MUJER,15-19,PITRUFQUEN,1
2019-2020,autismo_F840,MUJER,15-19,PUDAHUEL,1
2019-2020,autismo_F840,MUJER,15-19,PUENTE ALTO,3
2019-2020,autismo_F840,MUJER,15-19,PUNTA ARENAS,1
2019-2020,autismo_F840,MUJER,15-19,RANCAGUA,1
2019-2020,autismo_F840,MUJER,15-19,SAN BERNARDO,1
2019-2020,autismo_F840,MUJER,15-19,SAN PEDRO DE LA PAZ,2
2019-2020,autismo_F840,MUJER,15-19,SANTIAGO,1
2019-2020,autismo_F840,MUJER,15-19,TALAGANTE,1
2019-2020,autismo_F840,MUJER,15-19,TALCAHUANO,3
2019-2020,autismo_F840,MUJER,15-19,TEMUCO,1
2019-2020,autismo_F840,MUJER,15-19,VALDIVIA,2
2019-2020,autismo_F840,MUJER,15-19,VALLENAR,1
2019-2020,autismo_F840,MUJER,15-19,VALPARAISO,1
2019-2020,autismo_F840,MUJER,15-19,VILLA ALEMANA,1
2019-2020,autismo_F840,MUJER,15-19,VILLARRICA,2
2019-2020,autismo_F840,MUJER,20-24,ANTOFAGASTA,2
2019-2020,autismo_F840,MUJER,20-24,CALAMA,1
2019-2020,autismo_F840,MUJER,20-24,CHILLAN,1
2019-2020,autismo_F840,MUJER,20-24,CONCEPCION,1
2019-2020,autismo_F840,MUJER,20-24,HUALPEN,1
2019-2020,autismo_F840,MUJER,20-24,IQUIQUE,2
2019-2020,autismo_F840,MUJER,20-24,LA GRANJA,1
2019-2020,autismo_F840,MUJER,20-24,LOS ANGELES,1
2019-2020,autismo_F840,MUJER,20-24,MAIPU,1
2019-2020,autismo_F840,MUJER,20-24,PENAFLOR,1
2019-2020,autismo_F840,MUJER,20-24,PUENTE ALTO,1
2019-2020,autismo_F840,MUJER,20-24,QUINCHAO,1
2019-2020,autismo_F840,MUJER,25-29,ARICA,1
2019-2020,autismo_F840,MUJER,25-29,CHILLAN,1
2019-2020,autismo_F840,MUJER,25-29,CORONEL,1
2019-2020,autismo_F840,MUJER,25-29,LOS ANGELES,1
2019-2020,autismo_F840,MUJER,25-29,QUINTA NORMAL,1
2019-2020,autismo_F840,MUJER,25-29,SAN CARLOS,1
2019-2020,autismo_F840,MUJER,25-29,TALCA,1
2019-2020,autismo_F840,MUJER,25-29,VALPARAISO,1
2019-2020,autismo_F840,MUJER,30-34,CHILLAN,1
2019-2020,autismo_F840,MUJER,30-34,HUALPEN,1
2019-2020,autismo_F840,MUJER,30-34,IQUIQUE,1
2019-2020,autismo_F840,MUJER,30-34,PAINE,1
2019-2020,autismo_F840,MUJER,30-34,PUENTE ALTO,1
2019-2020,autismo_F840,MUJER,30-34,PUNTA ARENAS,1
2019-2020,autismo_F840,MUJER,30-34,TALCA,1
2019-2020,autismo_F840,MUJER,30-34,VALDIVIA,2
2019-2020,autismo_F840,MUJER,35-39,EL BOSQUE,1
2019-2020,autismo_F840,MUJER,35-39,ISLA DE MAIPO,1
2019-2020,autismo_F840,MUJER,35-39,TALCAHUANO,1
2019-2020,autismo_F840,MUJER,35-39,TEMUCO,1
2019-2020,autismo_F840,MUJER,40-44,CARTAGENA,1
2019-2020,autismo_F840,MUJER,40-44,QUINTERO,1
2019-2020,autismo_F840,MUJER,40-44,SAN CARLOS,1
2019-2020,autismo_F840,MUJER,5-9,ALTO HOSPICIO,1
2019-2020,autismo_F840,MUJER,5-9,ANTOFAGASTA,8
2019-2020,autismo_F840,MUJER,5-9,ARICA,3
2019-2020,autismo_F840,MUJER,5-9,BUIN,2
2019-2020,autismo_F840,MUJER,5-9,CARTAGENA,1
2019-2020,autismo_F840,MUJER,5-9,CERRO NAVIA,2
2019-2020,autismo_F840,MUJER,5-9,CHIGUAYANTE,1
2019-2020,autismo_F840,MUJER,5-9,CHILLAN,1
2019-2020,autismo_F840,MUJER,5-9,CONCEPCION,1
2019-2020,autismo_F840,MUJER,5-9,CONCHALI,1
2019-2020,autismo_F840,MUJER,5-9,COPIAPO,1
2019-2020,autismo_F840,MUJER,5-9,COQUIMBO,2
2019-2020,autismo_F840,MUJER,5-9,EL BOSQUE,4
2019-2020,autismo_F840,MUJER,5-9,FRUTILLAR,1
2019-2020,autismo_F840,MUJER,5-9,HUALAIHUE,1
2019-2020,autismo_F840,MUJER,5-9,HUALPEN,1
2019-2020,autismo_F840,MUJER,5-9,HUALQUI,1
2019-2020,autismo_F840,MUJER,5-9,IQUIQUE,2
2019-2020,autismo_F840,MUJER,5-9,LA CISTERNA,1
2019-2020,autismo_F840,MUJER,5-9,LA FLORIDA,4
2019-2020,autismo_F840,MUJER,5-9,LA GRANJA,1
2019-2020,autismo_F840,MUJER,5-9,LA PINTANA,1
2019-2020,autismo_F840,MUJER,5-9,LA SERENA,4
2019-2020,autismo_F840,MUJER,5-9,LAUTARO,1
2019-2020,autismo_F840,MUJER,5-9,LEBU,1
2019-2020,autismo_F840,MUJER,5-9,LO ESPEJO,1
2019-2020,autismo_F840,MUJER,5-9,LO PRADO,1
2019-2020,autismo_F840,MUJER,5-9,LONCOCHE,1
2019-2020,autismo_F840,MUJER,5-9,LOS ANDES,1
2019-2020,autismo_F840,MUJER,5-9,LOS ANGELES,3
2019-2020,autismo_F840,MUJER,5-9,MACUL,1
2019-2020,autismo_F840,MUJER,5-9,MAIPU,2
2019-2020,autismo_F840,MUJER,5-9,MELIPILLA,1
2019-2020,autismo_F840,MUJER,5-9,NUEVA IMPERIAL,1
2019-2020,autismo_F840,MUJER,5-9,NUNOA,1
2019-2020,autismo_F840,MUJER,5-9,OSORNO,5
2019-2020,autismo_F840,MUJER,5-9,OVALLE,3
2019-2020,autismo_F840,MUJER,5-9,PARRAL,1
2019-2020,autismo_F840,MUJER,5-9,PENALOLEN,2
2019-2020,autismo_F840,MUJER,5-9,PUDAHUEL,2
2019-2020,autismo_F840,MUJER,5-9,PUENTE ALTO,3
2019-2020,autismo_F840,MUJER,5-9,PUERTO MONTT,1
2019-2020,autismo_F840,MUJER,5-9,PUERTO OCTAY,1
