era,definition,index_role,code,patients
2019-2020,autismo_F840,solo_secundario,I889,1
2019-2020,autismo_F840,solo_secundario,I776,1
2019-2020,autismo_F840,solo_secundario,I679,1
2019-2020,autismo_F840,solo_secundario,I638,1
2019-2020,autismo_F840,solo_secundario,I619,1
2019-2020,autismo_F840,solo_secundario,I479,1
2019-2020,autismo_F840,solo_secundario,I469,1
2019-2020,autismo_F840,solo_secundario,I351,1
2019-2020,autismo_F840,solo_secundario,I270,1
2019-2020,autismo_F840,solo_secundario,I269,1
2019-2020,autismo_F840,solo_secundario,I210,1
2019-2020,autismo_F840,solo_secundario,H905,1
2019-2020,autismo_F840,solo_secundario,H903,1
2019-2020,autismo_F840,solo_secundario,H900,1
2019-2020,autismo_F840,solo_secundario,H71,1
2019-2020,autismo_F840,solo_secundario,H700,1
2019-2020,autismo_F840,solo_secundario,H669,1
2019-2020,autismo_F840,solo_secundario,H663,1
2019-2020,autismo_F840,solo_secundario,H659,1
2019-2020,autismo_F840,solo_secundario,H653,1
2019-2020,autismo_F840,solo_secundario,J157,1
2019-2020,autismo_F840,solo_secundario,J180,1
2019-2020,autismo_F840,solo_secundario,J181,1
2019-2020,autismo_F840,solo_secundario,K044,1
2019-2020,autismo_F840,solo_secundario,K117,1
2019-2020,autismo_F840,solo_secundario,K113,1
2019-2020,autismo_F840,solo_secundario,K112,1
2019-2020,autismo_F840,solo_secundario,K108,1
2019-2020,autismo_F840,solo_secundario,K102,1
2019-2020,autismo_F840,solo_secundario,K092,1
2019-2020,autismo_F840,solo_secundario,K083,1
2019-2020,autismo_F840,solo_secundario,K081,1
2019-2020,autismo_F840,solo_secundario,K052,1
2019-2020,autismo_F840,solo_secundario,K048,1
2019-2020,autismo_F840,solo_secundario,K046,1
2019-2020,autismo_F840,solo_secundario,K025,1
2019-2020,autismo_F840,solo_secundario,J204,1
2019-2020,autismo_F840,solo_secundario,K023,1
2019-2020,autismo_F840,solo_secundario,J931,1
2019-2020,autismo_F840,solo_secundario,J869,1
2019-2020,autismo_F840,solo_secundario,J850,1
2019-2020,autismo_F840,solo_secundario,J459,1
2019-2020,autismo_F840,solo_secundario,J40,1
2019-2020,autismo_F840,solo_secundario,J398,1
2019-2020,autismo_F840,solo_secundario,J36,1
2019-2020,autismo_F840,solo_secundario,J343,1
2019-2020,autismo_F840,solo_secundario,J342,1
2019-2020,autismo_F840,solo_secundario,J206,1
2019-2020,autismo_F840,solo_secundario,Z916,1
2019-2020,TEA_operacional,principal,F840,160
2019-2020,TEA_operacional,solo_secundario,G409,127
2019-2020,TEA_operacional,solo_secundario,K029,112
2019-2020,TEA_operacional,solo_secundario,N47,93
2019-2020,TEA_operacional,solo_secundario,K358,89
2019-2020,TEA_operacional,solo_secundario,J353,62
2019-2020,TEA_operacional,solo_secundario,Z518,50
2019-2020,TEA_operacional,solo_secundario,R568,38
2019-2020,TEA_operacional,solo_secundario,K353,36
2019-2020,TEA_operacional,solo_secundario,K028,34
2019-2020,TEA_operacional,solo_secundario,J159,27
2019-2020,TEA_operacional,principal,F841,26
2019-2020,TEA_operacional,solo_secundario,A099,26
2019-2020,TEA_operacional,solo_secundario,J209,25
2019-2020,TEA_operacional,principal,F845,25
2019-2020,TEA_operacional,solo_secundario,G403,25
2019-2020,TEA_operacional,solo_secundario,K352,24
2019-2020,TEA_operacional,solo_secundario,J129,23
2019-2020,TEA_operacional,solo_secundario,K122,23
2019-2020,TEA_operacional,solo_secundario,Z038,22
2019-2020,TEA_operacional,solo_secundario,J121,20
2019-2020,TEA_operacional,solo_secundario,G408,20
2019-2020,TEA_operacional,solo_secundario,J46,20
2019-2020,TEA_operacional,solo_secundario,K010,19
2019-2020,TEA_operacional,solo_secundario,G404,19
2019-2020,TEA_operacional,solo_secundario,Z134,19
2019-2020,TEA_operacional,solo_secundario,Z138,19
2019-2020,TEA_operacional,solo_secundario,E101,18
2019-2020,TEA_operacional,solo_secundario,K590,18
2019-2020,TEA_operacional,solo_secundario,N10,18
2019-2020,TEA_operacional,solo_secundario,DESCONOCIDO,17
2019-2020,TEA_operacional,solo_secundario,S4240,17
2019-2020,TEA_operacional,solo_secundario,N390,16
2019-2020,TEA_operacional,solo_secundario,Q531,15
2019-2020,TEA_operacional,principal,F848,15
2019-2020,TEA_operacional,solo_secundario,F919,15
2019-2020,TEA_operacional,solo_secundario,J189,15
2019-2020,TEA_operacional,solo_secundario,F322,15
2019-2020,TEA_operacional,solo_secundario,J351,15
2019-2020,TEA_operacional,solo_secundario,T435,14
2019-2020,TEA_operacional,solo_secundario,K021,14
2019-2020,TEA_operacional,solo_secundario,G401,13
2019-2020,TEA_operacional,principal,F849,13
2019-2020,TEA_operacional,solo_secundario,F239,13
2019-2020,TEA_operacional,solo_secundario,F432,12
2019-2020,TEA_operacional,solo_secundario,A080,12
2019-2020,TEA_operacional,solo_secundario,Z470,12
2019-2020,TEA_operacional,solo_secundario,F29,12
2019-2020,TEA_operacional,solo_secundario,K564,11
2019-2020,TEA_operacional,solo_secundario,R560,11
2019-2020,TEA_operacional,solo_secundario,R458,11
2019-2020,TEA_operacional,solo_secundario,Q532,11
2019-2020,TEA_operacional,solo_secundario,F323,10
2019-2020,TEA_operacional,solo_secundario,L031,10
2019-2020,TEA_operacional,solo_secundario,Z511,10
2019-2020,TEA_operacional,solo_secundario,A090,10
2019-2020,TEA_operacional,solo_secundario,T432,9
2019-2020,TEA_operacional,solo_secundario,J960,9
2019-2020,TEA_operacional,solo_secundario,D70,8
2019-2020,TEA_operacional,solo_secundario,L600,8
2019-2020,TEA_operacional,solo_secundario,T424,8
2019-2020,TEA_operacional,solo_secundario,S8280,8
2019-2020,TEA_operacional,solo_secundario,N44,8
2019-2020,TEA_operacional,solo_secundario,F329,8
2019-2020,TEA_operacional,solo_secundario,K802,7
2019-2020,TEA_operacional,solo_secundario,M4145,7
2019-2020,TEA_operacional,solo_secundario,R451,7
2019-2020,TEA_operacional,solo_secundario,G419,7
2019-2020,TEA_operacional,solo_secundario,G418,7
2019-2020,TEA_operacional,solo_secundario,T434,7
2019-2020,TEA_operacional,solo_secundario,J100,7
2019-2020,TEA_operacional,solo_secundario,F209,7
2019-2020,TEA_operacional,solo_secundario,Q381,7
2019-2020,TEA_operacional,solo_secundario,C910,7
2019-2020,TEA_operacional,solo_secundario,F918,7
2019-2020,TEA_operacional,solo_secundario,R11,6
2019-2020,TEA_operacional,solo_secundario,J101,6
2019-2020,TEA_operacional,solo_secundario,R104,6
2019-2020,TEA_operacional,solo_secundario,N179,6
2019-2020,TEA_operacional,solo_secundario,J350,6
2019-2020,TEA_operacional,solo_secundario,F238,6
2019-2020,TEA_operacional,solo_secundario,F609,6
2019-2020,TEA_operacional,solo_secundario,Z016,6
2019-2020,TEA_operacional,solo_secundario,T391,6
2019-2020,TEA_operacional,solo_secundario,K800,6
2019-2020,TEA_operacional,solo_secundario,T850,6
2019-2020,TEA_operacional,solo_secundario,K429,6
2019-2020,TEA_operacional,solo_secundario,J690,6
2019-2020,TEA_operacional,solo_secundario,T433,6
2019-2020,TEA_operacional,solo_secundario,K409,6
2019-2020,TEA_operacional,solo_secundario,G410,6
2019-2020,TEA_operacional,solo_secundario,K219,6
2019-2020,TEA_operacional,solo_secundario,U071,5
2019-2020,TEA_operacional,solo_secundario,S5250,5
2019-2020,TEA_operacional,solo_secundario,K001,5
2019-2020,TEA_operacional,solo_secundario,J9609,5
2019-2020,TEA_operacional,solo_secundario,T393,5
2019-2020,TEA_operacional,solo_secundario,J9600,5
2019-2020,TEA_operacional,solo_secundario,J128,5
2019-2020,TEA_operacional,solo_secundario,R509,5
2019-2020,TEA_operacional,solo_secundario,E86,5
2019-2020,TEA_operacional,solo_secundario,J205,5
2019-2020,TEA_operacional,solo_secundario,T181,5
2019-2020,TEA_operacional,solo_secundario,F603,5
2019-2020,TEA_operacional,solo_secundario,K529,5
2019-2020,TEA_operacional,solo_secundario,Z033,5
2019-2020,TEA_operacional,principal_y_secundario,F840,5
2019-2020,TEA_operacional,solo_secundario,M4115,5
2019-2020,TEA_operacional,solo_secundario,T212,5
2019-2020,TEA_operacional,solo_secundario,H509,5
2019-2020,TEA_operacional,solo_secundario,S5200,5
2019-2020,TEA_operacional,solo_secundario,H501,5
2019-2020,TEA_operacional,solo_secundario,J069,4
2019-2020,TEA_operacional,solo_secundario,K210,4
2019-2020,TEA_operacional,solo_secundario,F200,4
2019-2020,TEA_operacional,solo_secundario,N62,4
2019-2020,TEA_operacional,solo_secundario,G400,4
2019-2020,TEA_operacional,solo_secundario,F431,4
2019-2020,TEA_operacional,solo_secundario,K859,4
2019-2020,TEA_operacional,solo_secundario,J352,4
2019-2020,TEA_operacional,solo_secundario,M2157,4
2019-2020,TEA_operacional,solo_secundario,L059,4
2019-2020,TEA_operacional,solo_secundario,L040,4
2019-2020,TEA_operacional,solo_secundario,K047,4
2019-2020,TEA_operacional,solo_secundario,F911,4
2019-2020,TEA_operacional,solo_secundario,K900,4
2019-2020,TEA_operacional,solo_secundario,K650,4
2019-2020,TEA_operacional,solo_secundario,H652,4
2019-2020,TEA_operacional,solo_secundario,K918,4
2019-2020,TEA_operacional,solo_secundario,F319,4
2019-2020,TEA_operacional,solo_secundario,I880,4
2019-2020,TEA_operacional,solo_secundario,A419,4
2019-2020,TEA_operacional,solo_secundario,S5230,4
2019-2020,TEA_operacional,solo_secundario,S5240,4
2019-2020,TEA_operacional,solo_secundario,D480,4
2019-2020,TEA_operacional,solo_secundario,S6261,4
2019-2020,TEA_operacional,solo_secundario,S8220,4
2019-2020,TEA_operacional,solo_secundario,T202,4
2019-2020,TEA_operacional,solo_secundario,S009,4
2019-2020,TEA_operacional,solo_secundario,T426,4
2019-2020,TEA_operacional,solo_secundario,T71,4
2019-2020,TEA_operacional,solo_secundario,T751,4
2019-2020,TEA_operacional,solo_secundario,Z133,4
2019-2020,TEA_operacional,solo_secundario,A499,4
2019-2020,TEA_operacional,solo_secundario,Z137,4
2019-2020,TEA_operacional,solo_secundario,D690,4
2019-2020,TEA_operacional,solo_secundario,Q665,4
2019-2020,TEA_operacional,solo_secundario,A38,4
2019-2020,TEA_operacional,solo_secundario,A084,4
2019-2020,TEA_operacional,solo_secundario,Q539,4
2019-2020,TEA_operacional,solo_secundario,Z433,3
2019-2020,TEA_operacional,solo_secundario,J122,3
2019-2020,TEA_operacional,solo_secundario,S7230,3
2019-2020,TEA_operacional,solo_secundario,J120,3
2019-2020,TEA_operacional,solo_secundario,K439,3
2019-2020,TEA_operacional,solo_secundario,K510,3
2019-2020,TEA_operacional,solo_secundario,K519,3
2019-2020,TEA_operacional,solo_secundario,G259,3
2019-2020,TEA_operacional,solo_secundario,J204,3
2019-2020,TEA_operacional,solo_secundario,J068,3
2019-2020,TEA_operacional,solo_secundario,K36,3
2019-2020,TEA_operacional,solo_secundario,S5210,3
2019-2020,TEA_operacional,solo_secundario,G049,3
2019-2020,TEA_operacional,solo_secundario,S4220,3
2019-2020,TEA_operacional,solo_secundario,K801,3
2019-2020,TEA_operacional,solo_secundario,D593,3
2019-2020,TEA_operacional,solo_secundario,K851,3
2019-2020,TEA_operacional,solo_secundario,D619,3
2019-2020,TEA_operacional,solo_secundario,G473,3
2019-2020,TEA_operacional,solo_secundario,T172,3
2019-2020,TEA_operacional,solo_secundario,T16,3
2019-2020,TEA_operacional,solo_secundario,J181,3
2019-2020,TEA_operacional,solo_secundario,J342,3
2019-2020,TEA_operacional,solo_secundario,H919,3
2019-2020,TEA_operacional,solo_secundario,U072,3
2019-2020,TEA_operacional,solo_secundario,H500,3
2019-2020,TEA_operacional,solo_secundario,J955,3
2019-2020,TEA_operacional,solo_secundario,J188,3
2019-2020,TEA_operacional,solo_secundario,B349,3
2019-2020,TEA_operacional,solo_secundario,G938,3
2019-2020,TEA_operacional,solo_secundario,J210,3
2019-2020,TEA_operacional,solo_secundario,D649,3
2019-2020,TEA_operacional,solo_secundario,G930,3
2019-2020,TEA_operacional,solo_secundario,C629,3
2019-2020,TEA_operacional,solo_secundario,K053,3
2019-2020,TEA_operacional,solo_secundario,K20,3
2019-2020,TEA_operacional,solo_secundario,T232,3
2019-2020,TEA_operacional,solo_secundario,Z430,3
2019-2020,TEA_operacional,solo_secundario,G934,3
2019-2020,TEA_operacional,solo_secundario,F09,3
2019-2020,TEA_operacional,solo_secundario,E162,3
2019-2020,TEA_operacional,solo_secundario,Q204,3
2019-2020,TEA_operacional,solo_secundario,E109,3
2019-2020,TEA_operacional,solo_secundario,M7953,3
2019-2020,TEA_operacional,solo_secundario,N921,3
2019-2020,TEA_operacional,solo_secundario,S0210,3
2019-2020,TEA_operacional,solo_secundario,S0250,3
2019-2020,TEA_operacional,solo_secundario,F445,3
2019-2020,TEA_operacional,solo_secundario,R13,3
2019-2020,TEA_operacional,solo_secundario,I861,3
2019-2020,TEA_operacional,solo_secundario,S0620,3
2019-2020,TEA_operacional,solo_secundario,F208,3
2019-2020,TEA_operacional,solo_secundario,R268,3
2019-2020,TEA_operacional,solo_secundario,F900,3
2019-2020,TEA_operacional,solo_secundario,L021,3
2019-2020,TEA_operacional,solo_secundario,N319,3
2019-2020,TEA_operacional,solo_secundario,R55,3
2019-2020,TEA_operacional,solo_secundario,S0690,3
2019-2020,TEA_operacional,solo_secundario,J950,2
2019-2020,TEA_operacional,solo_secundario,T509,2
2019-2020,TEA_operacional,solo_secundario,Z098,2
2019-2020,TEA_operacional,solo_secundario,Z048,2
2019-2020,TEA_operacional,solo_secundario,Q851,2
2019-2020,TEA_operacional,solo_secundario,T450,2
2019-2020,TEA_operacional,solo_secundario,J441,2
2019-2020,TEA_operacional,solo_secundario,T887,2
2019-2020,TEA_operacional,solo_secundario,J459,2
2019-2020,TEA_operacional,solo_secundario,R262,2
2019-2020,TEA_operacional,solo_secundario,T846,2
2019-2020,TEA_operacional,solo_secundario,T814,2
2019-2020,TEA_operacional,solo_secundario,R31,2
2019-2020,TEA_operacional,solo_secundario,T810,2
2019-2020,TEA_operacional,solo_secundario,J90,2
2019-2020,TEA_operacional,solo_secundario,Q753,2
2019-2020,TEA_operacional,solo_secundario,N832,2
2019-2020,TEA_operacional,solo_secundario,N488,2
2019-2020,TEA_operacional,solo_secundario,Q750,2
2019-2020,TEA_operacional,solo_secundario,J00,2
2019-2020,TEA_operacional,solo_secundario,J040,2
2019-2020,TEA_operacional,solo_secundario,Q315,2
2019-2020,TEA_operacional,solo_secundario,Z540,2
2019-2020,TEA_operacional,solo_secundario,Z478,2
2019-2020,TEA_operacional,solo_secundario,Q549,2
2019-2020,TEA_operacional,solo_secundario,Q311,2
2019-2020,TEA_operacional,solo_secundario,Z431,2
2019-2020,TEA_operacional,solo_secundario,J123,2
2019-2020,TEA_operacional,solo_secundario,Q070,2
2019-2020,TEA_operacional,solo_secundario,J13,2
2019-2020,TEA_operacional,solo_secundario,J151,2
2019-2020,TEA_operacional,solo_secundario,Z308,2
2019-2020,TEA_operacional,solo_secundario,J180,2
2019-2020,TEA_operacional,solo_secundario,Q039,2
2019-2020,TEA_operacional,solo_secundario,O993,2
2019-2020,TEA_operacional,solo_secundario,Q667,2
2019-2020,TEA_operacional,solo_secundario,Q668,2
2019-2020,TEA_operacional,solo_secundario,N185,2
2019-2020,TEA_operacional,solo_secundario,J208,2
2019-2020,TEA_operacional,solo_secundario,Q742,2
2019-2020,TEA_operacional,solo_secundario,K011,2
2019-2020,TEA_operacional,solo_secundario,S3671,2
2019-2020,TEA_operacional,solo_secundario,R51,2
2019-2020,TEA_operacional,solo_secundario,N137,2
2019-2020,TEA_operacional,solo_secundario,S619,2
2019-2020,TEA_operacional,solo_secundario,S618,2
2019-2020,TEA_operacional,solo_secundario,S5290,2
2019-2020,TEA_operacional,solo_secundario,Q431,2
2019-2020,TEA_operacional,solo_secundario,S5260,2
2019-2020,TEA_operacional,solo_secundario,M2106,2
2019-2020,TEA_operacional,solo_secundario,K522,2
2019-2020,TEA_operacional,solo_secundario,L519,2
2019-2020,TEA_operacional,solo_secundario,S0280,2
2019-2020,TEA_operacional,solo_secundario,L050,2
2019-2020,TEA_operacional,solo_secundario,S059,2
2019-2020,TEA_operacional,solo_secundario,K625,2
2019-2020,TEA_operacional,solo_secundario,S4230,2
2019-2020,TEA_operacional,solo_secundario,K720,2
2019-2020,TEA_operacional,solo_secundario,L030,2
2019-2020,TEA_operacional,solo_secundario,K769,2
2019-2020,TEA_operacional,solo_secundario,L022,2
2019-2020,TEA_operacional,solo_secundario,K922,2
2019-2020,TEA_operacional,solo_secundario,K810,2
2019-2020,TEA_operacional,solo_secundario,K830,2
2019-2020,TEA_operacional,solo_secundario,K858,2
2019-2020,TEA_operacional,solo_secundario,M303,2
2019-2020,TEA_operacional,solo_secundario,S7200,2
2019-2020,TEA_operacional,solo_secundario,S017,2
2019-2020,TEA_operacional,solo_secundario,N049,2
2019-2020,TEA_operacional,solo_secundario,K025,2
2019-2020,TEA_operacional,solo_secundario,S099,2
2019-2020,TEA_operacional,solo_secundario,T407,2
2019-2020,TEA_operacional,solo_secundario,K036,2
2019-2020,TEA_operacional,solo_secundario,T378,2
2019-2020,TEA_operacional,solo_secundario,K051,2
2019-2020,TEA_operacional,solo_secundario,N136,2
2019-2020,TEA_operacional,solo_secundario,K081,2
2019-2020,TEA_operacional,solo_secundario,T292,2
2019-2020,TEA_operacional,solo_secundario,T222,2
2019-2020,TEA_operacional,solo_secundario,S8210,2
2019-2020,TEA_operacional,solo_secundario,K259,2
2019-2020,TEA_operacional,solo_secundario,K291,2
2019-2020,TEA_operacional,solo_secundario,M9115,2
2019-2020,TEA_operacional,solo_secundario,M673,2
2019-2020,TEA_operacional,solo_secundario,S011,2
2019-2020,TEA_operacional,solo_secundario,K388,2
2019-2020,TEA_operacional,solo_secundario,K403,2
2019-2020,TEA_operacional,solo_secundario,S8230,2
2019-2020,TEA_operacional,solo_secundario,S015,2
2019-2020,TEA_operacional,solo_secundario,S5270,2
2019-2020,TEA_operacional,solo_secundario,K566,2
2019-2020,TEA_operacional,solo_secundario,G824,2
2019-2020,TEA_operacional,solo_secundario,B678,2
2019-2020,TEA_operacional,solo_secundario,F449,2
2019-2020,TEA_operacional,solo_secundario,E43,2
2019-2020,TEA_operacional,solo_secundario,E46,2
2019-2020,TEA_operacional,solo_secundario,E669,2
2019-2020,TEA_operacional,solo_secundario,G911,2
2019-2020,TEA_operacional,solo_secundario,G919,2
2019-2020,TEA_operacional,solo_secundario,F321,2
2019-2020,TEA_operacional,solo_secundario,H269,2
2019-2020,TEA_operacional,solo_secundario,H653,2
2019-2020,TEA_operacional,solo_secundario,F318,2
2019-2020,TEA_operacional,solo_secundario,F311,2
2019-2020,TEA_operacional,solo_secundario,F28,2
2019-2020,TEA_operacional,solo_secundario,F231,2
2019-2020,TEA_operacional,solo_secundario,H508,2
2019-2020,TEA_operacional,solo_secundario,E871,2
2019-2020,TEA_operacional,solo_secundario,H612,2
2019-2020,TEA_operacional,solo_secundario,E161,2
2019-2020,TEA_operacional,solo_secundario,E111,2
2019-2020,TEA_operacional,solo_secundario,G800,2
2019-2020,TEA_operacional,solo_secundario,G710,2
2019-2020,TEA_operacional,solo_secundario,F809,2
2019-2020,TEA_operacional,solo_secundario,F842,2
2019-2020,TEA_operacional,solo_secundario,F89,2
2019-2020,TEA_operacional,solo_secundario,F988,2
2019-2020,TEA_operacional,solo_secundario,F192,2
2019-2020,TEA_operacional,solo_secundario,G060,2
2019-2020,TEA_operacional,solo_secundario,D227,2
2019-2020,TEA_operacional,solo_secundario,D225,2
2019-2020,TEA_operacional,solo_secundario,D180,2
2019-2020,TEA_operacional,solo_secundario,D692,2
2019-2020,TEA_operacional,solo_secundario,D164,2
2019-2020,TEA_operacional,solo_secundario,G402,2
2019-2020,TEA_operacional,solo_secundario,G448,2
2019-2020,TEA_operacional,solo_secundario,G610,2
2019-2020,TEA_operacional,solo_secundario,C73,2
2019-2020,TEA_operacional,solo_secundario,F230,2
2019-2020,TEA_operacional,solo_secundario,D410,2
2019-2020,TEA_operacional,solo_secundario,I471,2
2019-2020,TEA_operacional,solo_secundario,I615,2
2019-2020,TEA_operacional,solo_secundario,B002,2
2019-2020,TEA_operacional,solo_secundario,I479,2
2019-2020,TEA_operacional,solo_secundario,A047,2
2019-2020,TEA_operacional,solo_secundario,I210,2
2019-2020,TEA_operacional,solo_secundario,H918,2
2019-2020,TEA_operacional,solo_secundario,A281,2
2019-2020,TEA_operacional,solo_secundario,F061,2
2019-2020,TEA_operacional,solo_secundario,A020,2
2019-2020,TEA_operacional,solo_secundario,A083,2
2019-2020,TEA_operacional,solo_secundario,H669,2
