era,definition,window,position,code,patients
2019-2020,TEA_operacional,all,any,Y471,2
2019-2020,TEA_operacional,365d,any,Z916,2
2019-2020,TEA_operacional,365d,any,Z918,2
2019-2020,TEA_operacional,all,any,Y752,2
2019-2020,TEA_operacional,all,any,Z751,2
2019-2020,TEA_operacional,365d,principal,Q311,2
2019-2020,TEA_operacional,365d,principal,Q315,2
2019-2020,TEA_operacional,365d,any,Q928,2
2019-2020,TEA_operacional,365d,principal,Q531,2
2019-2020,TEA_operacional,365d,principal,Q539,2
2019-2020,TEA_operacional,365d,any,Q899,2
2019-2020,TEA_operacional,all,any,Y712,2
2019-2020,TEA_operacional,all,any,Q232,2
2019-2020,TEA_operacional,all,any,Q230,2
2019-2020,TEA_operacional,365d,principal,Q750,2
2019-2020,TEA_operacional,365d,principal,Q753,2
2019-2020,TEA_operacional,365d,principal,Q828,2
2019-2020,TEA_operacional,all,any,Q218,2
2019-2020,TEA_operacional,365d,any,U837,2
2019-2020,TEA_operacional,365d,any,Q868,2
2019-2020,TEA_operacional,365d,any,Q859,2
2019-2020,TEA_operacional,365d,any,Q858,2
2019-2020,TEA_operacional,all,any,X7899,2
2019-2020,TEA_operacional,365d,principal,T827,2
2019-2020,TEA_operacional,all,any,Q257,2
2019-2020,TEA_operacional,730d,any,B378,2
2019-2020,TEA_operacional,365d,any,Q381,2
2019-2020,TEA_operacional,all,any,P618,2
2019-2020,TEA_operacional,730d,any,B019,2
2019-2020,TEA_operacional,365d,any,Z614,2
2019-2020,TEA_operacional,all,any,Z918,2
2019-2020,TEA_operacional,365d,any,Q322,2
2019-2020,TEA_operacional,365d,any,Z608,2
2019-2020,TEA_operacional,365d,any,Z604,2
2019-2020,TEA_operacional,all,any,P598,2
2019-2020,TEA_operacional,365d,any,Q257,2
2019-2020,TEA_operacional,all,any,X7809,2
2019-2020,TEA_operacional,730d,any,B950,2
2019-2020,TEA_operacional,all,any,P399,2
2019-2020,TEA_operacional,365d,any,Z598,2
2019-2020,TEA_operacional,730d,any,B964,2
2019-2020,TEA_operacional,365d,any,Q232,2
2019-2020,TEA_operacional,all,any,P391,2
2019-2020,TEA_operacional,all,any,Z948,2
2019-2020,TEA_operacional,365d,any,Q230,2
2019-2020,TEA_operacional,all,any,Z950,2
2019-2020,TEA_operacional,all,any,Z916,2
2019-2020,TEA_operacional,365d,any,Z615,2
2019-2020,TEA_operacional,365d,any,Q431,2
2019-2020,TEA_operacional,all,any,Z900,2
2019-2020,TEA_operacional,all,any,T781,2
2019-2020,TEA_operacional,365d,any,Q653,2
2019-2020,TEA_operacional,365d,principal,Z033,2
2019-2020,TEA_operacional,365d,any,Q652,2
2019-2020,TEA_operacional,365d,any,Q632,2
2019-2020,TEA_operacional,365d,any,Z752,2
2019-2020,TEA_operacional,365d,any,Z751,2
2019-2020,TEA_operacional,365d,any,Q610,2
2019-2020,TEA_operacional,365d,any,Z740,2
2019-2020,TEA_operacional,all,any,X6409,2
2019-2020,TEA_operacional,all,any,T812,2
2019-2020,TEA_operacional,365d,any,X1209,2
2019-2020,TEA_operacional,365d,any,Z639,2
2019-2020,TEA_operacional,730d,any,A084,2
2019-2020,TEA_operacional,all,any,X6109,2
2019-2020,TEA_operacional,365d,any,Q549,2
2019-2020,TEA_operacional,365d,any,Q539,2
2019-2020,TEA_operacional,730d,any,A411,2
2019-2020,TEA_operacional,730d,any,A415,2
2019-2020,TEA_operacional,365d,principal,Q230,2
2019-2020,TEA_operacional,365d,principal,Q213,2
2019-2020,TEA_operacional,365d,any,Q218,2
2019-2020,TEA_operacional,365d,any,R590,2
2019-2020,TEA_operacional,365d,principal,J128,2
2019-2020,TEA_operacional,all,any,R572,2
2019-2020,TEA_operacional,365d,principal,J151,2
2019-2020,TEA_operacional,all,any,Z031,2
2019-2020,TEA_operacional,all,any,R590,2
2019-2020,TEA_operacional,all,any,Z018,2
2019-2020,TEA_operacional,all,any,Q872,2
2019-2020,TEA_operacional,365d,any,R659,2
2019-2020,TEA_operacional,all,any,R659,2
2019-2020,TEA_operacional,365d,principal,J219,2
2019-2020,TEA_operacional,365d,principal,J9600,2
2019-2020,TEA_operacional,365d,principal,J22,2
2019-2020,TEA_operacional,365d,principal,J351,2
2019-2020,TEA_operacional,365d,principal,J352,2
2019-2020,TEA_operacional,365d,any,R572,2
2019-2020,TEA_operacional,all,any,Q868,2
2019-2020,TEA_operacional,all,any,Q859,2
2019-2020,TEA_operacional,all,any,Q858,2
2019-2020,TEA_operacional,365d,principal,J448,2
2019-2020,TEA_operacional,365d,any,R51,2
2019-2020,TEA_operacional,all,any,Z515,2
2019-2020,TEA_operacional,all,any,Q899,2
2019-2020,TEA_operacional,365d,any,T432,2
2019-2020,TEA_operacional,365d,principal,F322,2
2019-2020,TEA_operacional,365d,principal,G473,2
2019-2020,TEA_operacional,365d,principal,G919,2
2019-2020,TEA_operacional,365d,principal,G934,2
2019-2020,TEA_operacional,365d,any,S5250,2
2019-2020,TEA_operacional,365d,any,S6261,2
2019-2020,TEA_operacional,365d,any,S119,2
2019-2020,TEA_operacional,365d,principal,H509,2
2019-2020,TEA_operacional,365d,any,S0690,2
2019-2020,TEA_operacional,all,any,R33,2
2019-2020,TEA_operacional,365d,principal,F918,2
2019-2020,TEA_operacional,all,any,R441,2
2019-2020,TEA_operacional,all,any,R508,2
2019-2020,TEA_operacional,365d,principal,J040,2
2019-2020,TEA_operacional,365d,principal,F431,2
2019-2020,TEA_operacional,all,any,R51,2
2019-2020,TEA_operacional,all,any,Q928,2
2019-2020,TEA_operacional,365d,principal,J069,2
2019-2020,TEA_operacional,730d,any,E213,2
2019-2020,TEA_operacional,365d,principal,J108,2
2019-2020,TEA_operacional,365d,any,R508,2
2019-2020,TEA_operacional,365d,any,R441,2
2019-2020,TEA_operacional,365d,any,U071,2
2019-2020,TEA_operacional,all,any,Q381,2
2019-2020,TEA_operacional,all,any,Q605,2
2019-2020,TEA_operacional,all,any,Z614,2
2019-2020,TEA_operacional,all,any,Z615,2
2019-2020,TEA_operacional,all,any,S5250,2
2019-2020,TEA_operacional,all,any,Z639,2
2019-2020,TEA_operacional,all,any,S6261,2
2019-2020,TEA_operacional,all,any,Q431,2
2019-2020,TEA_operacional,365d,principal,P220,2
2019-2020,TEA_operacional,365d,any,T818,2
2019-2020,TEA_operacional,365d,principal,P290,2
2019-2020,TEA_operacional,all,any,R940,2
2019-2020,TEA_operacional,365d,any,Z992,2
2019-2020,TEA_operacional,all,any,Y832,2
2019-2020,TEA_operacional,all,any,Q322,2
2019-2020,TEA_operacional,all,any,Z740,2
2019-2020,TEA_operacional,365d,any,Z950,2
2019-2020,TEA_operacional,365d,any,Z948,2
2019-2020,TEA_operacional,all,any,Y753,2
2019-2020,TEA_operacional,365d,any,T888,2
2019-2020,TEA_operacional,365d,principal,Q211,2
2019-2020,TEA_operacional,all,any,Q610,2
2019-2020,TEA_operacional,all,any,Y846,2
2019-2020,TEA_operacional,all,any,Z608,2
2019-2020,TEA_operacional,365d,any,T781,2
2019-2020,TEA_operacional,365d,principal,J981,2
2019-2020,TEA_operacional,all,any,Q764,2
2019-2020,TEA_operacional,365d,principal,K010,2
2019-2020,TEA_operacional,all,any,Z598,2
2019-2020,TEA_operacional,365d,any,T751,2
2019-2020,TEA_operacional,365d,principal,D696,2
2019-2020,TEA_operacional,all,any,Q699,2
2019-2020,TEA_operacional,all,any,Q675,2
2019-2020,TEA_operacional,all,any,Q674,2
2019-2020,TEA_operacional,365d,any,R33,2
2019-2020,TEA_operacional,all,any,Q665,2
2019-2020,TEA_operacional,365d,principal,D480,2
2019-2020,TEA_operacional,all,any,S0690,2
2019-2020,TEA_operacional,all,any,Z604,2
2019-2020,TEA_operacional,all,any,Q653,2
2019-2020,TEA_operacional,all,any,Q652,2
2019-2020,TEA_operacional,365d,principal,K859,2
2019-2020,TEA_operacional,365d,principal,K918,2
2019-2020,TEA_operacional,all,any,S119,2
2019-2020,TEA_operacional,730d,any,B974,2
2019-2020,TEA_operacional,all,any,Z820,2
2019-2020,TEA_operacional,all,any,P000,2
2019-2020,TEA_operacional,all,any,Z980,2
2019-2020,TEA_operacional,730d,any,D801,2
2019-2020,TEA_operacional,365d,any,X6409,2
2019-2020,TEA_operacional,all,any,U837,2
2019-2020,TEA_operacional,365d,any,Y712,2
2019-2020,TEA_operacional,all,any,P290,2
2019-2020,TEA_operacional,365d,any,Q046,2
2019-2020,TEA_operacional,all,any,X1209,2
2019-2020,TEA_operacional,365d,any,Q048,2
2019-2020,TEA_operacional,365d,any,Y846,2
2019-2020,TEA_operacional,730d,any,D480,2
2019-2020,TEA_operacional,all,any,P072,2
2019-2020,TEA_operacional,365d,any,X7809,2
2019-2020,TEA_operacional,365d,any,Z018,2
2019-2020,TEA_operacional,365d,any,Z031,2
2019-2020,TEA_operacional,730d,any,D682,2
2019-2020,TEA_operacional,730d,any,D444,2
2019-2020,TEA_operacional,365d,any,Z032,2
2019-2020,TEA_operacional,365d,any,Q054,2
2019-2020,TEA_operacional,365d,any,Z515,2
2019-2020,TEA_operacional,730d,any,D849,2
2019-2020,TEA_operacional,730d,any,D684,2
2019-2020,TEA_operacional,365d,any,Y3499,2
2019-2020,TEA_operacional,365d,any,X7899,2
2019-2020,TEA_operacional,365d,any,P925,2
2019-2020,TEA_operacional,365d,any,Q068,2
2019-2020,TEA_operacional,all,any,T888,2
2019-2020,TEA_operacional,365d,any,Q208,2
2019-2020,TEA_operacional,365d,any,Q031,2
2019-2020,TEA_operacional,all,any,W1999,2
2019-2020,TEA_operacional,730d,any,E211,2
2019-2020,TEA_operacional,all,principal,A090,2
2019-2020,TEA_operacional,all,any,U071,2
2019-2020,TEA_operacional,all,any,O993,2
2019-2020,TEA_operacional,365d,any,X6109,2
2019-2020,TEA_operacional,730d,any,D62,2
2019-2020,TEA_operacional,365d,any,P912,2
2019-2020,TEA_operacional,365d,any,Q039,2
2019-2020,TEA_operacional,all,any,P219,2
2019-2020,TEA_operacional,730d,any,DESCONOCIDO,2
2019-2020,TEA_operacional,all,principal,Q019,1
2019-2020,TEA_operacional,all,principal,Q038,1
2019-2020,TEA_operacional,730d,principal,Q231,1
2019-2020,TEA_operacional,all,any,E440,1
2019-2020,TEA_operacional,all,any,S118,1
2019-2020,TEA_operacional,all,any,E348,1
2019-2020,TEA_operacional,730d,principal,Q210,1
2019-2020,TEA_operacional,all,any,S011,1
2019-2020,TEA_operacional,all,principal,Z519,1
2019-2020,TEA_operacional,730d,principal,Q239,1
2019-2020,TEA_operacional,730d,principal,Q079,1
2019-2020,TEA_operacional,all,any,E762,1
2019-2020,TEA_operacional,all,any,S219,1
2019-2020,TEA_operacional,730d,principal,Q068,1
2019-2020,TEA_operacional,all,principal,P916,1
2019-2020,TEA_operacional,all,principal,Q044,1
2019-2020,TEA_operacional,all,principal,Q068,1
2019-2020,TEA_operacional,730d,principal,Q044,1
2019-2020,TEA_operacional,all,any,E749,1
2019-2020,TEA_operacional,all,any,S010,1
2019-2020,TEA_operacional,all,any,E271,1
2019-2020,TEA_operacional,all,any,E752,1
2019-2020,TEA_operacional,all,principal,Z513,1
2019-2020,TEA_operacional,all,any,S2701,1
2019-2020,TEA_operacional,all,any,S099,1
2019-2020,TEA_operacional,all,any,E835,1
2019-2020,TEA_operacional,all,principal,P915,1
2019-2020,TEA_operacional,all,any,S059,1
2019-2020,TEA_operacional,all,any,W2799,1
2019-2020,TEA_operacional,all,any,E763,1
2019-2020,TEA_operacional,all,principal,Q02,1
2019-2020,TEA_operacional,all,any,E270,1
2019-2020,TEA_operacional,all,principal,P90,1
2019-2020,TEA_operacional,all,principal,Z653,1
2019-2020,TEA_operacional,all,any,E668,1
2019-2020,TEA_operacional,all,any,S012,1
2019-2020,TEA_operacional,all,any,S0620,1
2019-2020,TEA_operacional,all,any,S0680,1
2019-2020,TEA_operacional,all,any,S018,1
2019-2020,TEA_operacional,all,any,S098,1
2019-2020,TEA_operacional,all,any,E648,1
2019-2020,TEA_operacional,all,any,W1709,1
2019-2020,TEA_operacional,730d,principal,Q218,1
2019-2020,TEA_operacional,all,any,E550,1
2019-2020,TEA_operacional,all,any,E54,1
2019-2020,TEA_operacional,730d,principal,Q204,1
2019-2020,TEA_operacional,all,any,E509,1
2019-2020,TEA_operacional,all,any,E834,1
2019-2020,TEA_operacional,all,principal,Q031,1
2019-2020,TEA_operacional,all,principal,Q012,1
2019-2020,TEA_operacional,all,any,S0220,1
2019-2020,TEA_operacional,730d,principal,T179,1
2019-2020,TEA_operacional,all,any,E242,1
2019-2020,TEA_operacional,all,any,Y840,1
2019-2020,TEA_operacional,all,any,D685,1
2019-2020,TEA_operacional,all,any,D689,1
2019-2020,TEA_operacional,all,any,T16,1
2019-2020,TEA_operacional,730d,principal,Q320,1
2019-2020,TEA_operacional,all,any,W0624,1
2019-2020,TEA_operacional,all,any,W5409,1
2019-2020,TEA_operacional,all,any,W0708,1
2019-2020,TEA_operacional,all,any,S308,1
2019-2020,TEA_operacional,all,principal,Q279,1
2019-2020,TEA_operacional,all,any,S831,1
2019-2020,TEA_operacional,all,any,D698,1
2019-2020,TEA_operacional,all,any,S830,1
2019-2020,TEA_operacional,all,principal,Z478,1
2019-2020,TEA_operacional,all,principal,Q239,1
2019-2020,TEA_operacional,all,any,T178,1
2019-2020,TEA_operacional,all,any,T179,1
2019-2020,TEA_operacional,all,any,Y836,1
2019-2020,TEA_operacional,all,any,D680,1
2019-2020,TEA_operacional,all,any,D66,1
2019-2020,TEA_operacional,all,principal,Q282,1
2019-2020,TEA_operacional,all,any,D65,1
2019-2020,TEA_operacional,all,principal,Q308,1
2019-2020,TEA_operacional,all,any,T182,1
2019-2020,TEA_operacional,all,any,Y834,1
2019-2020,TEA_operacional,730d,principal,Q375,1
2019-2020,TEA_operacional,all,any,Y831,1
2019-2020,TEA_operacional,all,any,D610,1
2019-2020,TEA_operacional,all,any,Y813,1
2019-2020,TEA_operacional,all,any,D591,1
2019-2020,TEA_operacional,all,any,T231,1
2019-2020,TEA_operacional,730d,principal,Q419,1
2019-2020,TEA_operacional,all,any,D721,1
2019-2020,TEA_operacional,all,any,D728,1
2019-2020,TEA_operacional,all,principal,Q231,1
2019-2020,TEA_operacional,all,any,S5200,1
2019-2020,TEA_operacional,all,any,S398,1
2019-2020,TEA_operacional,all,any,Y883,1
2019-2020,TEA_operacional,all,any,W4409,1
2019-2020,TEA_operacional,all,any,E209,1
2019-2020,TEA_operacional,all,principal,Q079,1
2019-2020,TEA_operacional,all,principal,Z480,1
2019-2020,TEA_operacional,all,any,E161,1
2019-2020,TEA_operacional,all,principal,P77,1
2019-2020,TEA_operacional,all,any,W0901,1
2019-2020,TEA_operacional,all,any,E149,1
2019-2020,TEA_operacional,all,principal,Q210,1
2019-2020,TEA_operacional,all,any,E108,1
2019-2020,TEA_operacional,730d,principal,Q279,1
2019-2020,TEA_operacional,all,any,Y841,1
2019-2020,TEA_operacional,all,any,E078,1
2019-2020,TEA_operacional,all,any,D758,1
2019-2020,TEA_operacional,all,any,S5240,1
2019-2020,TEA_operacional,all,principal,Q218,1
2019-2020,TEA_operacional,all,any,S5280,1
2019-2020,TEA_operacional,all,any,D898,1
2019-2020,TEA_operacional,all,any,S611,1
2019-2020,TEA_operacional,all,any,D848,1
2019-2020,TEA_operacional,all,any,D839,1
2019-2020,TEA_operacional,all,any,D838,1
2019-2020,TEA_operacional,all,any,D821,1
2019-2020,TEA_operacional,730d,principal,Q282,1
2019-2020,TEA_operacional,730d,principal,Q308,1
2019-2020,TEA_operacional,all,any,D818,1
2019-2020,TEA_operacional,all,any,S8230,1
2019-2020,TEA_operacional,all,any,D800,1
2019-2020,TEA_operacional,all,principal,Q204,1
2019-2020,TEA_operacional,all,any,E890,1
2019-2020,TEA_operacional,all,any,E873,1
2019-2020,TEA_operacional,730d,principal,N801,1
2019-2020,TEA_operacional,all,principal,O821,1
2019-2020,TEA_operacional,all,any,F502,1
2019-2020,TEA_operacional,all,any,Z040,1
2019-2020,TEA_operacional,all,any,Z098,1
2019-2020,TEA_operacional,all,any,F518,1
2019-2020,TEA_operacional,all,any,Z099,1
2019-2020,TEA_operacional,all,principal,N831,1
2019-2020,TEA_operacional,730d,principal,N831,1
2019-2020,TEA_operacional,all,any,Z115,1
2019-2020,TEA_operacional,all,any,R418,1
2019-2020,TEA_operacional,730d,principal,N480,1
2019-2020,TEA_operacional,all,any,Z133,1
2019-2020,TEA_operacional,all,any,R410,1
2019-2020,TEA_operacional,all,principal,N801,1
2019-2020,TEA_operacional,all,principal,O991,1
2019-2020,TEA_operacional,all,principal,O993,1
2019-2020,TEA_operacional,all,principal,P285,1
2019-2020,TEA_operacional,all,any,R522,1
2019-2020,TEA_operacional,730d,principal,P210,1
2019-2020,TEA_operacional,all,principal,P238,1
2019-2020,TEA_operacional,all,any,Z034,1
2019-2020,TEA_operacional,all,any,Z035,1
2019-2020,TEA_operacional,730d,principal,P071,1
2019-2020,TEA_operacional,all,principal,P228,1
2019-2020,TEA_operacional,all,principal,P219,1
2019-2020,TEA_operacional,all,principal,P071,1
2019-2020,TEA_operacional,730d,principal,O993,1
2019-2020,TEA_operacional,all,any,F452,1
2019-2020,TEA_operacional,730d,principal,O991,1
2019-2020,TEA_operacional,730d,principal,O821,1
2019-2020,TEA_operacional,all,principal,P210,1
2019-2020,TEA_operacional,all,any,Z039,1
2019-2020,TEA_operacional,all,principal,N480,1
2019-2020,TEA_operacional,all,any,R400,1
2019-2020,TEA_operacional,all,principal,N44,1
2019-2020,TEA_operacional,all,principal,M8618,1
2019-2020,TEA_operacional,all,any,Z135,1
2019-2020,TEA_operacional,all,principal,M8793,1
2019-2020,TEA_operacional,all,any,Z139,1
2019-2020,TEA_operacional,all,principal,M8698,1
2019-2020,TEA_operacional,all,principal,M8695,1
2019-2020,TEA_operacional,730d,principal,N359,1
2019-2020,TEA_operacional,all,any,Z228,1
2019-2020,TEA_operacional,all,any,F710,1
2019-2020,TEA_operacional,730d,principal,N311,1
2019-2020,TEA_operacional,all,any,R223,1
2019-2020,TEA_operacional,730d,principal,N258,1
2019-2020,TEA_operacional,all,principal,M5492,1
2019-2020,TEA_operacional,730d,principal,N185,1
2019-2020,TEA_operacional,all,any,R21,1
2019-2020,TEA_operacional,all,any,R230,1
2019-2020,TEA_operacional,all,any,F791,1
2019-2020,TEA_operacional,all,principal,N179,1
2019-2020,TEA_operacional,all,any,Z134,1
2019-2020,TEA_operacional,all,any,F731,1
2019-2020,TEA_operacional,all,any,R268,1
2019-2020,TEA_operacional,all,any,F728,1
2019-2020,TEA_operacional,all,principal,N185,1
2019-2020,TEA_operacional,all,principal,N258,1
2019-2020,TEA_operacional,all,any,F721,1
2019-2020,TEA_operacional,all,any,F720,1
2019-2020,TEA_operacional,all,any,R298,1
2019-2020,TEA_operacional,all,any,F718,1
2019-2020,TEA_operacional,all,any,R32,1
2019-2020,TEA_operacional,730d,principal,N44,1
2019-2020,TEA_operacional,all,principal,N311,1
2019-2020,TEA_operacional,all,principal,N359,1
2019-2020,TEA_operacional,all,principal,P271,1
2019-2020,TEA_operacional,730d,principal,P219,1
2019-2020,TEA_operacional,730d,principal,Q038,1
2019-2020,TEA_operacional,730d,principal,P916,1
2019-2020,TEA_operacional,all,any,F141,1
2019-2020,TEA_operacional,all,any,R862,1
2019-2020,TEA_operacional,all,any,F142,1
2019-2020,TEA_operacional,all,any,F147,1
2019-2020,TEA_operacional,730d,principal,Q012,1
2019-2020,TEA_operacional,all,any,R740,1
2019-2020,TEA_operacional,730d,principal,P915,1
2019-2020,TEA_operacional,730d,principal,Q019,1
2019-2020,TEA_operacional,730d,principal,P90,1
2019-2020,TEA_operacional,730d,principal,P77,1
2019-2020,TEA_operacional,730d,principal,P704,1
2019-2020,TEA_operacional,all,any,W2309,1
2019-2020,TEA_operacional,all,any,R739,1
2019-2020,TEA_operacional,730d,principal,P598,1
2019-2020,TEA_operacional,all,any,R908,1
2019-2020,TEA_operacional,all,any,F122,1
2019-2020,TEA_operacional,all,any,F429,1
2019-2020,TEA_operacional,all,any,D589,1
2019-2020,TEA_operacional,all,any,S009,1
2019-2020,TEA_operacional,all,principal,P704,1
2019-2020,TEA_operacional,all,any,S000,1
2019-2020,TEA_operacional,all,principal,P598,1
2019-2020,TEA_operacional,all,any,E878,1
2019-2020,TEA_operacional,all,any,E880,1
2019-2020,TEA_operacional,all,any,F058,1
2019-2020,TEA_operacional,all,any,F121,1
2019-2020,TEA_operacional,all,any,F063,1
2019-2020,TEA_operacional,730d,principal,Q031,1
2019-2020,TEA_operacional,730d,principal,Q02,1
2019-2020,TEA_operacional,all,any,F101,1
2019-2020,TEA_operacional,all,any,W1804,1
2019-2020,TEA_operacional,all,any,W2329,1
2019-2020,TEA_operacional,all,any,W2099,1
2019-2020,TEA_operacional,all,any,R730,1
2019-2020,TEA_operacional,730d,principal,P398,1
2019-2020,TEA_operacional,all,any,F410,1
2019-2020,TEA_operacional,all,any,F328,1
2019-2020,TEA_operacional,all,any,W1821,1
2019-2020,TEA_operacional,all,any,F348,1
2019-2020,TEA_operacional,all,any,W1828,1
2019-2020,TEA_operacional,all,any,F349,1
2019-2020,TEA_operacional,all,any,F39,1
2019-2020,TEA_operacional,730d,principal,P285,1
2019-2020,TEA_operacional,all,principal,P398,1
2019-2020,TEA_operacional,all,any,F411,1
2019-2020,TEA_operacional,730d,principal,P271,1
2019-2020,TEA_operacional,730d,principal,P238,1
2019-2020,TEA_operacional,all,any,R570,1
2019-2020,TEA_operacional,730d,principal,P228,1
2019-2020,TEA_operacional,all,any,W1890,1
2019-2020,TEA_operacional,all,principal,P351,1
2019-2020,TEA_operacional,all,principal,P369,1
2019-2020,TEA_operacional,all,any,F321,1
2019-2020,TEA_operacional,all,any,F320,1
2019-2020,TEA_operacional,all,any,F316,1
2019-2020,TEA_operacional,all,any,F313,1
2019-2020,TEA_operacional,all,any,R599,1
2019-2020,TEA_operacional,730d,principal,P351,1
2019-2020,TEA_operacional,all,any,Z004,1
2019-2020,TEA_operacional,all,any,F238,1
2019-2020,TEA_operacional,all,any,R633,1
2019-2020,TEA_operacional,all,any,F233,1
2019-2020,TEA_operacional,all,any,F21,1
2019-2020,TEA_operacional,all,principal,Z763,1
2019-2020,TEA_operacional,730d,principal,P369,1
2019-2020,TEA_operacional,all,any,R651,1
2019-2020,TEA_operacional,all,any,F179,1
2019-2020,TEA_operacional,all,any,Y793,1
